"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Brett Gardner","Yankees","28","118","103","25","4","1","3","16","12","12","21","1","3","1",".247",".331",".408",".739",".318","0.9","0.5","0.4","9927"
"Cameron Maybin","Yankees","9","39","35","9","2","0","1","5","4","4","9","0","1","1",".261",".340",".394",".735",".318","-0.2","0.0","0.1","5223"
"Jordan Luplow","Indians","40","170","150","37","8","1","6","21","22","16","39","2","2","1",".244",".323",".424",".747",".317","0.4","-0.2","0.2","16424"
"Luis Arraez","Twins","17","71","65","19","3","0","1","8","6","5","7","0","1","0",".297",".347",".387",".734",".317","0.3","-0.1","0.2","18568"
"Raimel Tapia","Rockies","35","149","139","39","8","2","3","18","16","8","30","1","4","2",".282",".320",".433",".754",".317","-0.6","0.2","-0.1","14350"
"Kolten Wong","Cardinals","53","222","193","50","10","1","5","24","24","19","33","6","5","2",".260",".342",".401",".743",".317","0.7","0.7","0.8","12532"
"Robinson Cano","Mets","47","197","180","48","10","0","7","23","24","13","30","2","0","0",".266",".321",".434",".755",".317","-0.8","-0.5","0.6","3269"
"Jackie Bradley Jr.","Red Sox","50","209","183","44","11","1","6","26","25","20","53","4","4","1",".242",".327",".420",".746",".317","0.8","0.7","0.7","12984"
"Adam Frazier","Pirates","45","190","171","47","10","2","3","23","17","14","25","2","2","2",".276",".338",".406",".743",".317","0.3","0.1","0.6","15223"
"J.D. Davis","Mets","24","101","91","23","5","0","4","12","12","8","24","1","0","0",".256",".318",".430",".748",".317","-0.2","0.0","0.3","16219"
"Jung Ho Kang","Pirates","20","83","74","18","4","0","3","9","11","6","22","2","0","0",".239",".311",".438",".749",".317","-0.2","-0.1","0.2","17182"
"Jedd Gyorko","Cardinals","3","13","11","3","0","0","0","1","2","1","3","0","0","0",".248",".321",".424",".745",".317","0.0","0.0","0.0","10816"
"Hunter Dozier","Royals","48","202","181","45","10","2","7","23","24","18","54","1","1","1",".248",".318",".433",".750",".317","-1.3","-0.3","0.3","15117"
"Phillip Ervin","Reds","15","63","56","14","3","1","2","7","7","6","16","1","2","1",".248",".325",".417",".742",".317","0.0","0.1","0.1","14738"
"Kole Calhoun","Angels","46","195","172","41","8","1","8","25","24","19","44","2","2","1",".240",".321",".429",".750",".316","1.0","0.1","0.6","11200"
"Brad Miller","Phillies","8","33","29","7","1","0","1","4","4","4","9","0","0","0",".231",".317",".431",".748",".316","-0.1","0.0","0.1","12775"
"Cesar Hernandez","Phillies","53","224","197","52","8","2","4","26","20","23","41","2","5","2",".267",".347",".384",".731",".316","-0.4","0.2","0.6","10556"
"Carson Kelly","Diamondbacks","26","111","97","24","6","0","3","12","13","11","20","1","0","0",".250",".333",".416",".749",".316","0.3","-0.1","0.6","13620"
"Christin Stewart","Tigers","45","189","166","40","8","1","7","22","23","19","47","2","0","0",".239",".322",".424",".746",".316","-1.1","-0.1","0.2","17714"
"Steve Pearce","Red Sox","24","102","91","22","5","0","4","12","13","9","23","2","0","0",".245",".321",".421",".742",".316","-0.3","-0.2","0.0","9957"
"Ben Zobrist","Cubs","7","29","25","7","1","0","1","3","3","3","4","0","0","0",".261",".344",".384",".728",".316","0.0","0.0","0.0","7435"
"Michael Chavis","Red Sox","36","152","138","34","7","0","6","19","21","11","46","2","1","0",".247",".310",".441",".751",".316","-0.3","0.0","0.3","17321"
"Victor Caratini","Cubs","10","42","37","10","2","0","1","5","5","4","9","0","0","0",".261",".330",".407",".737",".316","-0.1","0.0","0.1","14968"
"Avisail Garcia","Rays","35","149","137","36","6","1","5","18","19","9","36","2","2","1",".263",".318",".431",".750",".316","0.0","-0.1","0.2","5760"
"Denard Span","","33","140","124","32","6","1","3","17","14","12","22","1","3","1",".257",".328",".410",".738",".316","-1.0","0.2","0.1","8347"
"Austin Riley","Braves","36","152","139","35","6","1","7","19","21","10","46","2","0","0",".248",".304",".454",".759",".316","0.7","-0.1","0.2","18360"
"Colin Moran","Pirates","37","155","142","38","7","1","5","17","20","11","34","1","0","0",".269",".324",".422",".746",".315","-1.2","-0.3","0.3","16909"
"Brian McCann","Braves","26","111","97","24","3","0","4","12","15","10","21","2","0","0",".244",".322",".418",".740",".315","-0.6","-0.4","0.4","4810"
"Greg Bird","Yankees","5","20","17","4","1","0","1","2","3","2","5","0","0","0",".221",".313",".428",".742",".315","0.0","0.0","0.0","14131"
"Todd Frazier","Mets","40","166","145","33","6","0","7","19","22","16","39","3","2","1",".228",".315",".424",".739",".315","0.0","-0.2","0.5","785"
"Jake Bauers","Indians","45","190","166","40","9","1","6","22","22","20","46","1","4","2",".242",".327",".405",".732",".315","0.1","0.0","0.1","15194"
"Jose Osuna","Pirates","16","66","61","16","4","0","2","8","8","4","13","0","0","0",".262",".309",".437",".747",".314","-0.2","0.0","0.1","12937"
"Scott Heineman","Rangers","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".266",".327",".408",".734",".314","0.0","0.0","0.0","sa827137"
"Alex Avila","Diamondbacks","22","94","76","16","3","0","3","9","10","16","32","1","0","0",".210",".348",".378",".726",".314","0.5","-0.3","0.4","7476"
"Stephen Vogt","Giants","13","54","48","12","3","0","2","6","6","5","11","0","0","0",".250",".319",".423",".742",".314","-0.4","-0.1","0.2","5000"
"Evan Longoria","Giants","42","177","162","41","9","1","6","20","22","12","34","2","1","0",".254",".311",".436",".747",".314","0.4","0.0","0.5","9368"
"Chris Taylor","Dodgers","19","81","72","18","4","1","2","10","9","7","22","1","2","1",".249",".322",".416",".738",".314","-0.2","0.3","0.2","13757"
"Ben Gamel","Brewers","32","133","119","31","7","1","2","16","13","12","31","1","2","1",".263",".334",".399",".733",".314","-0.1","0.2","0.2","12160"
"Travis d'Arnaud","Rays","36","150","136","34","7","0","6","18","21","11","30","1","0","0",".249",".310",".435",".745",".314","-0.2","-0.2","0.6","7739"
"Tyler White","Dodgers","19","80","71","17","4","0","2","9","10","8","19","1","0","0",".244",".324",".408",".732",".313","0.0","0.0","0.1","15564"
"Alex Gordon","Royals","51","216","190","48","10","0","6","25","24","19","46","5","3","1",".253",".333",".399",".732",".313","2.6","0.1","0.6","5209"
"Wilson Ramos","Mets","35","146","133","35","6","0","5","15","20","11","25","0","0","0",".262",".320",".426",".746",".313","-0.4","-0.9","0.5","1433"
"Yusniel Diaz","Orioles","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".254",".322",".412",".733",".313","0.0","0.0","0.0","sa912848"
"Adam Jones","Diamondbacks","51","213","198","53","11","0","7","25","26","10","37","2","1","0",".268",".310",".433",".743",".313","-1.6","0.0","0.0","6368"
"Victor Robles","Nationals","52","219","196","50","10","2","6","26","24","14","47","6","10","4",".255",".320",".415",".736",".313","1.1","0.2","0.6","18363"
"Scooter Gennett","Reds","45","189","174","46","9","1","6","22","25","11","40","1","1","1",".265",".312",".431",".743",".313","-1.3","-0.1","0.3","10339"
"Rangel Ravelo","Cardinals","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".262",".325",".405",".730",".312","0.0","0.0","0.0","10839"
"Byron Buxton","Twins","53","222","202","51","13","2","7","30","27","15","60","2","10","2",".250",".305",".438",".744",".312","4.2","1.7","1.2","14161"
"Kyle Tucker","Astros","21","88","79","19","4","0","4","11","12","7","22","1","3","1",".239",".301",".442",".743",".312","-0.1","0.1","0.2","18345"
"Lucas Duda","","2","10","8","2","0","0","0","1","1","1","3","0","0","0",".225",".311",".432",".743",".312","0.0","0.0","0.0","2502"
"Jason Kipnis","Indians","53","222","197","49","11","1","6","26","26","20","42","2","3","1",".250",".322",".407",".730",".311","0.3","0.4","0.6","9776"
"Mike Tauchman","Yankees","22","91","81","21","4","1","2","11","10","8","20","0","2","1",".255",".325",".404",".729",".311","0.6","-0.1","0.2","15274"
"Aledmys Diaz","Astros","21","90","83","21","5","0","3","11","12","5","13","1","1","0",".259",".306",".435",".741",".311","-0.3","-0.2","0.2","15937"
"Matt Beaty","Dodgers","12","52","48","13","3","0","1","6","6","3","8","0","0","0",".271",".316",".416",".732",".311","0.0","0.0","0.1","17710"
"Jonathan Villar","Orioles","55","229","205","52","10","1","7","29","22","19","59","1","13","4",".254",".321",".404",".726",".311","-2.8","1.0","0.5","10071"
"Anthony Santander","Orioles","46","192","178","47","10","1","6","22","23","10","38","2","2","1",".263",".307",".430",".737",".311","-0.7","0.0","0.3","14551"
"Robinson Chirinos","Astros","33","139","117","25","5","0","5","17","17","15","44","4","0","0",".210",".321",".397",".718",".310","-0.1","-0.4","0.3","3142"
"Dansby Swanson","Braves","46","194","173","44","9","1","6","24","22","17","42","1","3","1",".252",".321",".418",".739",".310","0.1","0.4","0.6","18314"
"Yonathan Daza","Rockies","3","12","11","3","1","0","0","1","1","0","2","0","0","0",".295",".325",".402",".727",".310","0.0","0.0","0.0","15794"
"Bo Bichette","Blue Jays","46","195","178","47","12","1","4","23","21","13","40","1","8","3",".263",".314",".416",".731",".310","0.0","0.3","0.7","sa917949"
"Robel Garcia","Cubs","28","116","106","25","4","1","6","14","16","8","39","1","1","0",".233",".291",".452",".744",".310","-0.6","0.1","0.2","13167"
"Josh VanMeter","Reds","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".246",".317",".413",".730",".310","0.0","0.0","0.0","15170"
"Francisco Cervelli","Pirates","4","17","15","4","1","0","0","2","2","2","4","0","0","0",".244",".344",".358",".701",".309","0.0","0.0","0.0","5275"
"Tyler Flowers","Braves","24","100","87","20","4","0","3","10","11","9","29","3","0","0",".236",".327",".393",".720",".309","-0.4","-0.2","0.7","9134"
"Ty France","Padres","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".247",".315",".408",".724",".309","0.0","0.0","0.0","17982"
"Jed Lowrie","Mets","10","42","37","9","2","0","1","5","5","4","9","0","0","0",".241",".323",".398",".720",".309","0.0","-0.1","0.1","4418"
"Elvis Andrus","Rangers","54","225","207","56","11","2","4","27","24","14","34","2","8","3",".272",".320",".403",".724",".309","-0.5","0.6","0.6","8709"
"Neil Walker","Marlins","38","158","140","34","6","0","4","17","17","16","33","1","1","0",".246",".326",".392",".718",".309","-0.7","0.0","0.0","7539"
"Abraham Almonte","Diamondbacks","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".239",".317",".404",".721",".308","0.0","0.0","0.0","5486"
"LaMonte Wade","Twins","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".251",".339",".367",".706",".308","0.0","0.0","0.0","18126"
"Rowdy Tellez","Blue Jays","10","43","39","10","2","0","2","5","6","3","10","0","0","0",".244",".303",".432",".735",".308","0.0","0.0","0.0","15679"
"Danny Jansen","Blue Jays","33","139","123","29","7","0","4","16","16","12","26","3","1","0",".240",".320",".396",".716",".308","0.0","0.1","0.8","16535"
"Lonnie Chisenhall","Pirates","2","10","9","2","1","0","0","1","1","1","2","0","0","0",".255",".314",".413",".728",".308","0.0","0.0","0.0","7571"
"Johan Camargo","Braves","34","143","130","34","8","1","4","16","18","10","29","1","1","0",".257",".312",".419",".731",".308","0.2","-0.1","0.3","14950"
"Garrett Hampson","Rockies","25","105","95","26","5","1","1","12","10","8","21","0","5","2",".268",".328",".388",".717",".308","0.1","0.4","0.1","19262"
"Jeimer Candelario","Tigers","52","220","194","45","11","1","6","25","23","22","56","2","1","1",".234",".317",".402",".719",".308","0.6","0.3","0.5","13621"
"Andrelton Simmons","Angels","48","200","185","51","10","1","4","23","22","12","18","1","4","1",".278",".323",".396",".719",".308","4.2","0.1","1.2","10847"
"Kyle Seager","Mariners","42","176","159","38","9","0","7","20","22","14","36","2","1","1",".239",".306",".425",".731",".308","0.7","-0.4","0.6","9785"
"Rougned Odor","Rangers","46","194","177","41","9","1","9","25","26","13","51","2","5","3",".235",".294",".443",".736",".307","-0.3","0.0","0.3","12282"
"Scott Schebler","Reds","3","12","11","2","0","0","0","1","1","1","3","0","0","0",".230",".307",".420",".727",".307","0.0","0.0","0.0","12225"
"Ryon Healy","Mariners","18","76","70","18","4","0","3","8","10","4","17","0","0","0",".251",".293",".440",".733",".307","-0.3","-0.2","0.0","15447"
"Austin Slater","Giants","13","54","48","12","3","0","1","6","6","5","14","1","1","0",".252",".326",".387",".712",".307","0.1","0.0","0.1","16153"
"Ender Inciarte","Braves","41","174","158","43","7","1","3","21","15","13","25","1","6","3",".270",".329",".386",".715",".307","1.3","0.4","0.5","4922"
"Teoscar Hernandez","Blue Jays","45","188","170","39","8","1","8","23","23","15","56","1","3","2",".231",".296",".435",".731",".307","-1.2","0.0","0.3","13066"
"Jurickson Profar","Athletics","40","166","148","35","8","1","5","20","19","13","26","3","2","1",".239",".313",".407",".719",".306","-0.6","0.4","0.4","10815"
"Tim Locastro","Diamondbacks","6","24","21","6","1","0","0","3","2","1","4","1","1","0",".257",".330",".371",".701",".306","-0.1","0.1","0.0","15124"
"Josh Fuentes","Rockies","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".269",".304",".423",".726",".306","0.0","0.0","0.0","16885"
"David Bote","Cubs","35","148","132","32","7","1","5","17","18","13","38","2","2","1",".241",".314",".407",".721",".306","0.4","0.1","0.3","14593"
"Adam Duvall","Braves","25","105","96","22","5","0","5","12","16","7","27","1","1","0",".233",".293",".438",".732",".306","0.4","0.1","0.1","10950"
"Jose Pirela","Phillies","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".259",".311",".411",".722",".306","0.0","0.0","0.0","5485"
"Rusney Castillo","Red Sox","2","10","9","2","0","0","0","1","1","0","2","0","0","0",".278",".317",".401",".717",".306","-0.1","0.0","0.0","17016"
"D.J. Stewart","Orioles","10","42","37","9","2","0","1","5","5","4","10","1","1","0",".233",".316",".398",".714",".306","-0.3","0.0","0.0","17766"
"Josh Naylor","Padres","7","28","25","7","1","0","1","3","3","2","5","0","0","0",".256",".319",".402",".721",".306","-0.1","0.0","0.0","18839"
"Dwight Smith Jr.","Orioles","38","158","142","35","7","1","5","18","18","13","31","1","2","1",".248",".313",".404",".717",".306","-1.0","0.0","0.1","13473"
"Chad Pinder","Athletics","33","138","126","31","7","0","5","16","17","8","35","2","1","0",".247",".301",".423",".724",".305","0.6","-0.2","0.2","15191"
"Giovanny Urshela","Yankees","26","108","101","27","5","0","3","12","13","5","18","1","0","0",".266",".307",".412",".720",".305","0.2","-0.1","0.2","10681"
"Jason Castro","Twins","27","113","98","22","5","0","4","14","12","12","33","1","0","0",".227",".315",".396",".711",".305","0.6","-0.2","0.6","8722"
"Greg Garcia","Padres","21","90","77","19","3","1","1","10","7","10","19","1","1","1",".246",".343",".350",".692",".305","0.1","0.1","0.2","10951"
"Matt Duffy","Rays","18","75","68","18","3","0","1","8","7","5","13","1","1","1",".270",".330",".373",".704",".305","0.1","0.0","0.2","13836"
"Tony Kemp","Astros","1","5","4","1","0","0","0","1","0","0","1","0","0","0",".261",".328",".379",".707",".305","0.0","0.0","0.0","14894"
"Joe Panik","Giants","47","198","177","47","9","1","3","21","17","17","20","2","2","1",".264",".332",".376",".708",".305","0.2","-0.1","0.4","11936"
"Ryan Mountcastle","Orioles","6","25","23","6","1","0","1","3","3","1","6","0","0","0",".265",".294",".434",".728",".305","0.0","0.0","0.0","sa874734"
"Tim Anderson","White Sox","51","214","203","54","10","1","7","26","24","8","51","2","8","2",".268",".298",".427",".725",".305","-1.6","0.7","0.6","15172"
"Nick Williams","Phillies","15","65","60","15","3","0","2","7","8","4","19","1","0","0",".244",".297",".427",".724",".305","-0.1","0.0","0.0","14330"
"Dustin Pedroia","Red Sox","2","7","6","2","0","0","0","1","1","1","1","0","0","0",".266",".332",".372",".703",".305","0.0","0.0","0.0","8370"
"Billy McKinney","Blue Jays","37","154","139","32","7","2","5","18","17","12","38","1","1","1",".233",".300",".420",".720",".304","0.1","-0.2","0.0","15654"
"Christian Vazquez","Red Sox","33","139","128","34","6","0","4","16","16","8","25","1","2","1",".265",".311",".411",".722",".304","0.6","-0.2","0.8","9774"
"Addison Russell","Cubs","19","79","70","17","4","0","2","9","9","7","18","1","1","0",".244",".318",".397",".716",".304","1.2","0.1","0.3","14106"
"Carter Kieboom","Nationals","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".246",".315",".396",".711",".304","0.0","0.0","0.0","19958"
"Franchy Cordero","Padres","1","5","4","1","0","0","0","1","1","0","2","0","0","0",".242",".300",".421",".721",".304","0.0","0.0","0.0","14567"
"Cheslor Cuthbert","Royals","39","164","151","39","8","0","5","16","18","11","35","1","1","0",".257",".309",".406",".715",".304","-0.5","-0.2","0.1","10473"
"Brandon Crawford","Giants","52","218","195","49","11","1","5","22","25","19","47","2","2","1",".249",".318",".401",".719",".304","1.3","-0.2","0.7","5343"
"Adalberto Mondesi","Royals","42","178","166","43","8","3","5","23","22","8","47","1","14","3",".256",".291",".437",".728",".304","1.4","1.7","0.8","13769"
"Chance Sisco","Orioles","23","95","84","20","4","0","3","10","10","8","28","2","0","0",".238",".319",".381",".701",".303","-0.7","-0.1","0.1","15694"
"Russell Martin","Dodgers","17","70","58","13","2","0","2","8","7","9","17","2","0","0",".217",".332",".358",".690",".303","0.1","-0.3","0.3","4616"
"Cavan Biggio","Blue Jays","45","188","160","34","7","1","6","22","20","25","56","1","4","2",".215",".323",".374",".697",".303","0.4","0.1","0.3","19252"
"Ehire Adrianza","Twins","9","37","33","8","2","0","1","4","4","3","7","0","0","0",".256",".323",".383",".706",".303","-0.1","0.0","0.1","8418"
"Yasmany Tomas","Diamondbacks","5","22","21","5","1","0","1","2","3","1","7","0","0","0",".250",".283",".447",".730",".303","-0.1","0.0","0.0","17171"
"Pablo Sandoval","Giants","25","104","96","24","5","0","4","11","13","7","22","1","0","0",".248",".300",".424",".723",".303","-0.5","-0.3","0.1","5409"
"Ryan O'Hearn","Royals","31","131","116","26","6","1","5","14","15","13","34","1","0","0",".225",".305",".408",".713",".303","-0.2","-0.1","-0.1","16442"
"Ronald Guzman","Rangers","33","138","123","29","6","0","5","15","16","12","36","1","1","0",".235",".308",".405",".713",".303","0.9","-0.1","0.0","14388"
"Kevin Kiermaier","Rays","45","189","172","42","8","3","5","23","21","13","42","2","7","2",".245",".304",".415",".719",".303","3.7","1.0","0.9","11038"
"Eric Sogard","Rays","29","121","107","27","5","1","2","14","10","12","20","1","2","1",".253",".328",".370",".698",".303","0.1","0.2","0.3","7927"
"Nick Ahmed","Diamondbacks","51","215","195","49","11","2","6","24","25","16","42","1","3","1",".250",".307",".409",".717",".302","2.3","0.1","0.7","12147"
"Breyvic Valera","Yankees","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".267",".327",".373",".701",".302","0.0","0.0","0.0","12758"
"Amed Rosario","Mets","52","217","201","54","10","3","5","25","22","11","43","1","7","3",".266",".307",".411",".718",".302","-1.3","0.4","0.6","15518"
"Ildemaro Vargas","Diamondbacks","12","49","45","12","2","0","1","5","5","2","5","0","1","0",".275",".313",".396",".709",".302","-0.1","0.0","0.1","13324"
"Dominic Smith","Mets","35","146","133","33","7","0","5","17","16","11","33","1","1","0",".246",".305",".406",".711",".302","0.0","-0.1","0.1","15653"
"Austin Hays","Orioles","14","59","55","14","3","0","2","7","7","2","13","0","1","0",".251",".286",".438",".724",".302","-0.2","0.0","0.0","19363"
"Manuel Margot","Padres","44","185","169","43","9","2","4","21","18","14","34","1","6","2",".256",".312",".399",".711",".302","1.6","0.3","0.5","14712"
"Sam Hilliard","Rockies","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".246",".298",".419",".717",".302","0.0","0.0","0.0","sa829542"
"Albert Pujols","Angels","35","147","136","34","5","0","6","16","22","10","21","1","0","0",".247",".298",".422",".720",".302","-0.1","-0.8","0.0","1177"
"Bobby Bradley","Indians","18","76","69","15","4","0","4","9","10","6","25","1","0","0",".223",".288",".435",".724",".302","0.0","0.0","-0.1","17278"
"Yadier Molina","Cardinals","28","119","111","29","6","0","3","12","15","6","16","1","1","1",".265",".308",".402",".710",".302","1.1","-0.6","0.5","7007"
"Rafael Ortega","Braves","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".257",".319",".384",".703",".302","0.0","0.0","0.0","10323"
"Franklin Barreto","Athletics","16","68","62","14","3","0","3","8","8","4","21","1","1","1",".234",".292",".425",".718",".302","0.1","0.1","0.2","15519"
"Noel Cuevas","Rockies","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".270",".310",".402",".712",".302","0.0","0.0","0.0","11894"
"Austin Dean","Marlins","10","42","38","10","2","0","1","5","4","3","8","0","0","0",".256",".308",".400",".708",".302","-0.1","0.0","0.0","18288"
"Daniel Robertson","Rays","6","26","22","5","1","0","0","3","2","3","6","1","0","0",".231",".331",".351",".683",".302","0.0","0.0","0.1","14145"
"Niko Goodrum","Tigers","56","236","213","51","11","2","7","27","24","19","66","1","6","2",".240",".306",".403",".709",".301","-0.8","0.7","0.2","12092"
"Jake Cave","Twins","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".247",".307",".402",".709",".301","0.0","0.0","0.0","14477"
"David Fletcher","Angels","47","197","181","50","10","1","2","23","17","12","21","1","4","1",".274",".322",".378",".700",".301","2.3","0.3","0.7","17992"
"Mark Zagunis","Cubs","3","12","10","2","1","0","0","1","1","1","3","0","0","0",".229",".330",".356",".686",".301","0.0","0.0","0.0","16565"
"Derek Fisher","Astros","6","24","21","5","1","0","1","3","3","2","8","0","1","0",".222",".305",".401",".706",".301","0.1","0.0","0.1","16192"
"A.J. Reed","White Sox","32","135","119","26","5","0","6","16","18","13","42","1","0","0",".217",".298",".412",".711",".301","0.1","0.0","0.0","16246"
"Curt Casali","Reds","15","63","56","13","3","0","2","6","7","6","15","1","0","0",".237",".314",".389",".702",".301","-0.3","-0.1","0.1","12510"
"Luis Urias","Padres","47","199","174","42","8","2","3","21","17","20","41","3","2","1",".239",".327",".361",".688",".301","1.6","0.0","0.5","16622"
"Chris Young","","8","35","31","7","1","0","1","4","4","3","9","0","0","0",".224",".300",".405",".705",".300","-0.4","0.0","0.0","3882"
"Cesar Puello","Marlins","25","104","91","22","4","0","2","11","10","8","26","3","2","1",".241",".326",".361",".688",".300","-0.6","0.0","0.1","7216"
"Roberto Perez","Indians","34","144","124","27","5","1","5","15","17","16","42","1","0","0",".217",".307",".393",".701",".300","1.2","-0.2","0.8","2900"
"Nick Martini","Athletics","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".247",".334",".350",".684",".300","0.0","0.0","0.0","12005"
"Scott Kingery","Phillies","49","204","188","46","10","1","6","24","21","12","52","2","5","2",".247",".297",".410",".708",".299","-0.3","0.6","0.3","17975"
"Kevin Newman","Pirates","50","209","193","53","10","1","2","22","19","12","27","1","6","3",".277",".322",".378",".700",".299","0.3","0.0","0.5","17696"
"Curtis Granderson","Marlins","30","127","109","23","6","1","4","16","12","15","33","1","1","1",".212",".312",".383",".695",".299","-0.6","-0.2","0.0","4747"
"Manny Pina","Brewers","10","41","37","9","2","0","1","4","5","3","9","1","0","0",".244",".307",".399",".706",".299","0.4","-0.1","0.2","2829"
"Michael Brosseau","Rays","2","9","9","2","0","0","0","1","1","1","2","0","0","0",".250",".304",".398",".702",".299","0.1","0.0","0.0","19683"
"Carlos Gonzalez","","55","231","208","49","11","1","8","27","26","20","59","1","2","1",".236",".303",".405",".708",".299","0.4","-0.2","0.1","7287"
"J.P. Crawford","Mariners","49","206","179","42","9","2","4","23","20","22","48","2","3","1",".232",".321",".365",".686",".299","0.2","0.1","0.7","15491"
"Jose Peraza","Reds","29","122","113","31","5","1","2","13","12","5","16","2","4","2",".271",".311",".391",".702",".299","-0.1","0.4","0.1","13593"
"Kevan Smith","Angels","13","56","52","13","3","0","1","6","6","3","9","1","0","0",".260",".315",".377",".692",".299","-0.5","-0.1","0.1","12284"
"Eduardo Nunez","Red Sox","6","24","22","6","1","0","1","3","3","1","3","0","1","0",".273",".302",".403",".705",".299","-0.1","0.0","0.0","6848"
"Ramon Urias","Cardinals","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".249",".313",".381",".694",".299","0.0","0.0","0.0","sa597169"
"Gerardo Parra","Nationals","16","69","63","17","3","0","1","8","8","4","13","1","1","1",".264",".313",".389",".702",".298","0.1","-0.1","0.0","8553"
"Jake Fraley","Mariners","12","50","46","11","2","0","1","6","6","3","12","1","2","1",".247",".301",".404",".705",".298","0.0","0.0","0.1","sa857756"
"Oscar Mercado","Indians","47","199","181","46","9","1","4","24","19","13","41","2","9","4",".255",".312",".382",".694",".298","-0.5","0.0","0.1","16375"
"Matt Szczur","Diamondbacks","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".243",".315",".376",".691",".298","0.0","0.0","0.0","11255"
"Marco Hernandez","Red Sox","2","10","9","2","1","0","0","1","1","0","2","0","0","0",".273",".304",".398",".702",".298","-0.1","0.0","0.0","13154"
"Travis Snider","Diamondbacks","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".238",".315",".376",".691",".298","0.0","0.0","0.0","2830"
"Albert Almora Jr.","Cubs","36","151","141","37","7","1","4","17","16","8","26","1","1","1",".265",".303",".400",".704",".298","0.7","-0.2","0.2","14109"
"Kevin Plawecki","Indians","17","70","62","15","3","0","2","7","8","6","14","1","0","0",".239",".314",".378",".693",".297","-0.1","-0.2","0.2","13807"
"Harrison Bader","Cardinals","33","137","122","28","5","1","4","16","14","11","39","3","4","2",".233",".310",".388",".698",".297","1.7","0.4","0.4","18030"
"Willy Adames","Rays","47","196","176","43","7","1","5","21","19","17","52","1","3","1",".244",".312",".379",".691",".297","-0.6","0.1","0.5","15986"
"Adam Haseley","Phillies","18","74","68","17","3","1","2","8","8","4","14","1","1","1",".252",".305",".393",".697",".297","0.0","-0.1","0.1","19878"
"Brian Goodwin","Angels","18","76","69","16","4","0","2","9","8","6","21","1","1","1",".239",".301",".400",".701",".297","-0.4","0.0","0.0","12858"
"Jose Reyes","","17","70","63","15","3","1","2","8","7","6","12","0","2","1",".245",".307",".388",".695",".297","-0.2","0.2","0.1","1736"
"Tyler Austin","Giants","26","110","99","21","4","1","5","13","14","10","38","1","1","0",".216",".290",".412",".702",".297","-0.1","0.1","0.0","11850"
"Tim Beckham","Mariners","40","167","153","36","8","1","6","18","19","11","48","1","1","1",".235",".291",".410",".701",".297","-0.6","-0.3","0.0","7949"
"Dustin Fowler","Athletics","15","63","59","15","3","1","2","7","7","3","15","0","1","1",".252",".289",".419",".708",".297","0.1","0.0","0.1","17098"
"Jarrod Dyson","Diamondbacks","30","127","112","28","4","1","2","16","10","12","21","1","9","2",".248",".326",".354",".680",".296","1.5","1.2","0.3","4866"
"Hanser Alberto","Orioles","49","207","197","56","8","1","4","21","20","5","21","1","2","1",".284",".305",".395",".700",".296","0.9","-0.3","0.4","11902"
"Miguel Rojas","Marlins","42","178","163","44","8","0","2","17","16","11","23","2","2","1",".270",".321",".368",".689",".296","1.7","-0.4","0.5","7802"
"Daniel Palka","White Sox","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".217",".285",".424",".709",".296","-0.1","0.0","0.0","14897"
"Mallex Smith","Mariners","48","202","181","46","8","3","2","23","15","16","44","2","14","4",".253",".319",".363",".682",".296","-0.4","1.3","0.3","13608"
"Zack Granite","Rangers","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".273",".321",".364",".685",".296","0.0","0.0","0.0","15343"
"Jace Peterson","Orioles","14","59","51","12","2","0","1","6","6","7","12","0","2","1",".236",".325",".353",".677",".296","-0.2","0.1","0.1","12325"
"Francisco Mejia","Padres","28","117","108","27","5","1","3","12","12","6","24","1","0","0",".248",".297",".404",".701",".296","0.2","0.0","0.3","16403"
"Isan Diaz","Marlins","14","59","52","12","2","0","2","6","6","5","16","1","1","0",".229",".304",".388",".692",".296","0.0","0.0","0.1","sa828704"
