"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Wilfredo Tovar","Angels","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".244",".287",".330",".617",".267","0.0","0.0","0.0","10416"
"Sandy Leon","Red Sox","18","76","69","15","3","0","2","8","8","5","19","1","0","0",".219",".279",".340",".619",".267","0.5","-0.1","0.2","5273"
"Eric Haase","Indians","3","11","10","2","0","0","0","1","1","1","4","0","0","0",".195",".255",".375",".630",".267","0.0","0.0","0.0","14111"
"Blake Swihart","Diamondbacks","6","27","24","5","1","0","1","3","3","2","8","0","0","0",".214",".279",".336",".615",".267","0.0","0.0","-0.1","13176"
"Adolis Garcia","Cardinals","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".220",".252",".384",".636",".267","0.0","0.0","0.0","19287"
"Adam Engel","White Sox","28","117","106","23","4","1","2","12","10","7","35","2","4","2",".215",".275",".342",".617",".266","0.2","0.3","0.0","15082"
"Edmundo Sosa","Cardinals","1","5","5","1","0","0","0","0","0","0","1","0","0","0",".237",".274",".350",".625",".266","0.0","0.0","0.0","17022"
"Tyrone Taylor","Brewers","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".219",".267",".357",".624",".266","0.0","0.0","0.0","sa657979"
"Ryan Cordell","White Sox","21","89","82","18","3","0","2","9","9","5","27","1","2","1",".218",".268",".354",".622",".266","0.0","0.0","-0.2","15181"
"Richie Martin Jr.","Orioles","37","155","141","32","5","2","2","15","12","10","36","2","4","2",".225",".283",".331",".614",".266","-0.6","0.0","-0.1","17736"
"Derek Hill","Tigers","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".224",".274",".345",".619",".266","0.0","0.0","0.0","sa828670"
"Charlie Tilson","White Sox","18","76","70","17","2","0","1","7","6","5","16","1","2","1",".240",".293",".315",".608",".266","-0.2","0.1","-0.2","12983"
"Tim Lopes","Mariners","3","14","13","3","1","0","0","1","1","1","3","0","1","0",".237",".289",".320",".608",".266","0.1","0.0","0.0","14137"
"Braden Bishop","Mariners","9","37","33","8","1","0","1","4","3","2","8","0","0","0",".229",".287",".320",".607",".265","0.3","0.0","0.0","17806"
"Grayson Greiner","Tigers","23","95","85","18","3","0","2","9","9","8","27","1","0","0",".207",".277",".332",".609",".265","0.3","0.0","0.0","17062"
"Anthony Alford","Blue Jays","3","12","11","2","0","0","0","1","1","1","4","0","0","0",".213",".283",".322",".605",".265","0.1","0.0","0.0","14329"
"Seby Zavala","White Sox","1","5","4","1","0","0","0","0","0","0","2","0","0","0",".209",".263",".356",".619",".265","0.0","0.0","0.0","18887"
"Caleb Joseph","Diamondbacks","4","18","16","4","1","0","0","2","2","1","4","0","0","0",".223",".267",".351",".618",".264","0.1","0.0","0.0","7087"
"Harold Castro","Tigers","24","101","96","24","3","1","1","9","8","3","20","0","2","1",".255",".278",".339",".617",".264","0.4","-0.1","-0.1","14691"
"Ryan Court","Mariners","6","27","24","5","1","0","1","2","2","2","10","0","0","0",".207",".283",".320",".603",".264","-0.1","0.0","-0.1","12268"
"Juan Lagares","Mets","21","90","83","19","4","1","1","9","8","5","21","1","2","1",".233",".283",".335",".618",".264","0.2","0.1","-0.1","5384"
"Jose Briceno","Angels","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".217",".258",".364",".621",".263","0.0","0.0","0.0","13151"
"Luis Torrens","Padres","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".225",".278",".331",".609",".263","0.0","0.0","0.0","15905"
"Kristopher Negron","Mariners","3","11","10","2","0","0","0","1","1","1","4","0","0","0",".211",".274",".331",".605",".263","0.0","0.0","0.0","5306"
"Aramis Garcia","Giants","8","35","33","7","1","0","1","3","4","2","11","0","0","0",".213",".261",".354",".615",".262","0.1","0.0","0.0","16925"
"Oscar Hernandez","Red Sox","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".212",".267",".340",".607",".261","0.0","0.0","0.0","13490"
"Jesus Sucre","Orioles","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".238",".282",".322",".604",".261","0.0","0.0","0.0","5942"
"Jose Trevino","Rangers","2","7","6","1","0","0","0","1","1","0","1","0","0","0",".231",".271",".336",".606",".260","0.0","0.0","0.0","16725"
"Isaac Galloway","Marlins","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".219",".264",".342",".606",".260","0.0","0.0","0.0","5238"
"Tomas Nido","Mets","15","63","59","13","3","0","1","5","6","3","14","0","0","0",".227",".262",".346",".608",".258","-0.1","0.0","0.0","13755"
"Ian Miller","Mariners","3","14","13","3","1","0","0","1","1","1","3","0","1","0",".229",".282",".310",".592",".258","0.0","0.0","0.0","sa738894"
"Richard Urena","Blue Jays","5","19","18","4","1","0","0","2","2","1","5","0","0","0",".231",".266",".341",".606",".258","0.0","0.0","0.0","16411"
"Anthony Bemboom","Angels","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".211",".281",".309",".590",".258","0.0","0.0","0.0","13854"
"Juan Graterol","Reds","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".247",".277",".316",".593",".257","0.0","0.0","0.0","5398"
"Humberto Arteaga","Royals","6","24","22","5","1","0","0","2","2","1","4","0","0","0",".242",".272",".312",".584",".253","0.3","0.0","0.0","13595"
"Steven Baron","Pirates","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".214",".275",".295",".570",".251","0.0","0.0","0.0","9787"
"Luke Maile","Blue Jays","7","30","28","6","1","0","1","3","3","2","8","0","0","0",".201",".263",".314",".576",".251","0.2","0.0","0.0","13355"
"Blake Trahan","Reds","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".219",".275",".294",".569",".250","0.0","0.0","0.0","17588"
"Deven Marrero","Marlins","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".208",".261",".313",".574",".249","0.0","0.0","0.0","13325"
"Eric Stamets","Indians","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".193",".256",".309",".565",".246","0.0","0.0","0.0","13795"
"Terrance Gore","Yankees","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".209",".276",".260",".537",".241","0.0","0.0","0.0","13658"
"Bobby Wilson","Tigers","14","57","52","10","2","0","1","5","5","4","15","0","0","0",".192",".247",".297",".544",".236","0.0","-0.1","-0.1","6564"
"Wilkin Castillo","Marlins","2","7","7","1","0","0","0","1","1","0","1","0","0","0",".205",".246",".300",".546",".235","0.0","0.0","0.0","5124"
"Yadiel Rivera","Marlins","9","36","33","7","1","0","0","3","3","2","11","0","1","0",".200",".254",".283",".537",".234","0.2","0.0","-0.1","11863"
"Jeff Mathis","Rangers","21","88","81","15","3","0","1","7","7","6","28","0","0","0",".191",".252",".280",".532",".233","0.2","-0.2","-0.1","3448"
"Arquimedes Gamboa","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".186",".259",".257",".516",".231","0.0","0.0","0.0","sa877497"
"Magneuris Sierra","Marlins","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000","0.0","0.0","0.0","17023"
