"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Giovanny Urshela","Yankees","9","37","34","9","2","0","1","4","5","2","6","0","0","0",".276",".316",".437",".752",".317","0.0","-0.1","0.1","10681"
"Brad Miller","Phillies","3","12","10","2","1","0","0","1","1","1","3","0","0","0",".231",".317",".434",".751",".317","0.0","0.0","0.0","12775"
"Matt Beaty","Dodgers","7","30","28","8","2","0","1","4","4","2","4","0","0","0",".273",".323",".428",".751",".317","0.0","0.0","0.0","17710"
"Christin Stewart","Tigers","10","41","36","9","2","0","2","5","5","4","10","1","0","0",".239",".321",".427",".748",".317","-0.3","0.0","0.0","17714"
"Ben Zobrist","Cubs","13","56","49","13","2","0","1","7","6","6","8","0","0","0",".262",".345",".384",".730",".316","0.0","-0.1","0.1","7435"
"Chris Taylor","Dodgers","9","39","35","9","2","0","1","5","4","4","11","0","1","0",".252",".323",".425",".748",".316","0.0","0.1","0.1","13757"
"Steve Pearce","Red Sox","4","17","15","4","1","0","1","2","2","2","4","0","0","0",".245",".322",".422",".744",".316","-0.1","0.0","0.0","9957"
"Renato Nunez","Orioles","17","73","66","16","3","0","3","9","10","5","18","1","0","0",".245",".306",".449",".754",".316","0.0","0.0","0.0","14503"
"Robbie Grossman","Athletics","10","40","35","9","2","0","1","5","4","5","8","0","0","0",".250",".348",".375",".723",".316","-0.2","0.0","0.1","5254"
"Denard Span","","25","105","93","24","5","1","3","13","11","9","17","1","2","1",".257",".327",".413",".740",".316","-0.7","0.1","0.1","8347"
"Jose Osuna","Pirates","12","52","48","13","3","0","2","6","7","3","10","0","0","0",".262",".311",".443",".753",".316","-0.3","-0.1","0.0","12937"
"Maikel Franco","Phillies","7","31","29","7","1","0","1","4","5","2","5","0","0","0",".257",".315",".460",".775",".316","-0.1","-0.1","0.1","12179"
"Lourdes Gurriel Jr.","Blue Jays","12","51","48","12","3","0","2","6","7","3","11","1","1","0",".261",".304",".453",".756",".316","-0.2","0.0","0.1","19238"
"Garrett Cooper","Marlins","12","52","48","13","2","0","2","6","6","4","13","1","0","0",".263",".325",".417",".741",".316","0.1","-0.1","0.1","15279"
"Cesar Hernandez","Phillies","18","75","66","18","3","0","1","9","7","7","13","1","2","1",".268",".346",".385",".731",".316","-0.1","0.1","0.2","10556"
"Cameron Maybin","Yankees","9","39","34","9","2","0","1","5","4","4","9","0","1","1",".257",".336",".397",".732",".315","-0.1","0.0","0.1","5223"
"Jung Ho Kang","","33","140","125","30","6","1","6","16","19","10","38","3","1","1",".236",".308",".440",".747",".315","-0.9","-0.2","0.3","17182"
"Colin Moran","Pirates","14","58","53","14","3","0","2","6","8","4","13","0","0","0",".270",".326",".421",".747",".315","-0.6","-0.1","0.1","16909"
"Mark Trumbo","Orioles","9","36","33","8","1","0","2","4","5","2","9","0","0","0",".244",".297",".458",".755",".315","0.0","-0.1","0.0","6876"
"Evan Longoria","Giants","15","62","57","15","3","0","2","7","8","4","12","1","0","0",".257",".312",".439",".751",".315","0.1","0.0","0.2","9368"
"Francisco Cervelli","Braves","6","27","23","6","1","0","1","3","3","3","6","1","0","0",".247",".346",".373",".719",".315","-0.1","-0.1","0.1","5275"
"Josh Reddick","Astros","12","49","45","12","2","0","1","6","6","4","7","0","1","0",".268",".325",".420",".745",".315","0.1","0.1","0.1","3892"
"Kole Calhoun","Angels","14","60","53","13","3","0","2","8","7","6","14","1","0","0",".237",".321",".424",".745",".315","0.3","0.0","0.2","11200"
"Greg Bird","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".313",".429",".742",".314","0.0","0.0","0.0","14131"
"Stephen Vogt","Giants","7","29","26","7","2","0","1","3","3","2","6","0","0","0",".252",".315",".430",".745",".314","-0.2","0.0","0.1","5000"
"Phillip Ervin","Reds","10","43","38","9","2","0","1","5","5","4","11","1","1","1",".245",".320",".416",".736",".314","-0.1","0.1","0.1","14738"
"Victor Robles","Nationals","18","77","69","18","4","1","2","9","8","5","16","2","4","2",".256",".324",".413",".737",".314","0.7","0.1","0.2","18363"
"Anthony Santander","Orioles","17","71","66","17","4","0","3","8","9","4","14","1","1","0",".263",".305",".444",".749",".314","-0.4","0.0","0.1","14551"
"Jurickson Profar","Athletics","15","63","56","13","3","0","2","8","7","6","10","1","1","0",".241",".320",".417",".736",".313","-0.1","0.1","0.2","10815"
"Jason Kipnis","Indians","15","65","58","15","3","0","2","8","8","6","13","0","1","0",".251",".320",".418",".738",".313","0.1","0.1","0.2","9776"
"Tyler Austin","Brewers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".221",".299",".451",".750",".313","0.0","0.0","0.0","11850"
"Austin Riley","Braves","10","40","37","9","2","0","2","5","6","3","12","0","0","0",".245",".301",".452",".753",".313","0.2","0.0","0.0","18360"
"Melky Cabrera","Pirates","12","49","46","13","3","0","1","5","6","3","6","0","0","0",".283",".324",".415",".738",".313","-0.4","-0.2","0.0","4022"
"Austin Slater","Giants","5","22","19","5","1","0","0","2","2","2","6","0","0","0",".256",".333",".395",".727",".313","0.0","0.0","0.0","16153"
"Alex Avila","Diamondbacks","6","27","22","5","1","0","1","3","3","4","9","0","0","0",".210",".345",".382",".727",".313","0.1","-0.1","0.1","7476"
"Michael Chavis","Red Sox","6","27","25","6","1","0","1","3","4","2","8","0","0","0",".244",".305",".439",".744",".312","0.0","0.0","0.0","17321"
"Adam Jones","Diamondbacks","14","58","54","14","3","0","2","7","7","3","10","1","0","0",".267",".310",".433",".743",".312","-0.4","0.0","0.0","6368"
"Tim Anderson","White Sox","18","75","71","20","4","0","2","9","8","3","18","0","3","1",".277",".306",".439",".745",".312","-0.6","0.2","0.3","15172"
"Travis d'Arnaud","Rays","12","52","47","12","2","0","2","6","7","4","11","0","0","0",".248",".311",".430",".740",".312","0.0","-0.1","0.2","7739"
"Jedd Gyorko","Dodgers","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".242",".313",".423",".736",".312","0.0","0.0","0.0","10816"
"Ben Gamel","Brewers","5","19","17","4","1","0","0","2","2","2","4","0","0","0",".262",".332",".397",".728",".312","0.0","0.1","0.0","12160"
"Aledmys Diaz","Astros","5","19","17","4","1","0","1","2","2","1","3","0","0","0",".258",".312",".430",".742",".312","-0.1","0.0","0.0","15937"
"Jake Bauers","Indians","11","46","40","9","2","0","1","5","5","5","11","0","1","1",".237",".325",".400",".725",".312","0.0","0.0","0.0","15194"
"Neil Walker","Marlins","13","56","49","12","2","0","2","6","6","6","11","0","0","0",".249",".331",".394",".726",".312","-0.2","0.0","0.0","7539"
"Byron Buxton","Twins","5","23","21","5","1","0","1","3","3","1","6","0","1","0",".250",".304",".440",".744",".311","0.4","0.2","0.1","14161"
"Todd Frazier","Mets","15","65","57","13","2","0","3","8","9","6","15","1","1","0",".226",".311",".420",".732",".311","0.1","-0.1","0.2","785"
"Brian McCann","Braves","7","28","24","6","1","0","1","3","4","3","5","0","0","0",".241",".321",".409",".730",".311","-0.1","-0.1","0.1","4810"
"Tyler Flowers","Braves","4","17","15","3","1","0","1","2","2","2","5","0","0","0",".236",".329",".396",".724",".311","-0.1","0.0","0.1","9134"
"Robinson Chirinos","Astros","10","42","36","8","2","0","2","5","5","4","13","1","0","0",".214",".317",".406",".724",".311","-0.1","-0.1","0.1","3142"
"Ender Inciarte","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".272",".333",".391",".723",".310","0.0","0.0","0.0","4922"
"Danny Santana","Rangers","15","63","59","15","3","1","2","8","8","3","17","0","2","1",".260",".293",".455",".748",".310","-0.2","0.1","0.0","10322"
"David Bote","Cubs","2","7","7","2","0","0","0","1","1","1","2","0","0","0",".244",".322",".408",".730",".310","0.0","0.0","0.0","14593"
"Jake Cave","Twins","12","49","45","11","2","0","2","6","6","3","15","1","0","0",".252",".312",".420",".732",".310","0.0","0.0","0.1","14477"
"Logan Forsythe","Rangers","13","55","48","12","3","0","1","6","5","6","13","1","0","0",".243",".338",".370",".708",".310","0.1","0.0","0.1","7185"
"Johan Camargo","Braves","4","17","16","4","1","0","0","2","2","1","3","0","0","0",".259",".315",".420",".735",".309","0.0","0.0","0.0","14950"
"Rowdy Tellez","Blue Jays","8","32","29","7","2","0","1","4","4","2","8","0","0","0",".243",".304",".434",".738",".309","0.0","0.0","0.0","15679"
"Rougned Odor","Rangers","12","51","47","11","2","0","2","6","7","4","14","1","1","1",".233",".298",".442",".740",".309","-0.2","0.0","0.1","12282"
"Chris Iannetta","","15","64","55","12","3","0","2","7","7","8","18","1","0","0",".223",".325",".400",".725",".309","-0.3","-0.2","0.2","8267"
"Alex Gordon","Royals","17","71","62","16","3","0","2","8","8","6","14","1","1","0",".249",".330",".388",".718",".309","0.7","0.0","0.1","5209"
"Aristides Aquino","Reds","15","65","60","14","3","0","3","8","10","4","19","1","1","0",".233",".285",".461",".746",".308","-0.2","0.0","0.0","15482"
"Lonnie Chisenhall","Pirates","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".255",".313",".416",".729",".308","0.0","0.0","0.0","7571"
"Josh Naylor","Padres","11","47","42","11","2","0","1","5","5","4","8","0","0","0",".256",".321",".405",".726",".308","-0.3","0.0","0.0","18839"
"Dansby Swanson","Braves","15","62","56","14","3","0","2","7","7","6","14","0","1","0",".250",".321",".412",".733",".308","0.1","0.1","0.2","18314"
"Ty France","Padres","13","54","48","12","2","0","2","6","6","3","11","2","0","0",".247",".314",".407",".721",".308","-0.1","-0.1","0.1","17982"
"Josh Rojas","Diamondbacks","15","63","57","14","3","1","1","8","7","6","13","0","3","1",".249",".318",".403",".721",".308","0.2","0.0","0.1","19734"
"Hanser Alberto","Orioles","16","69","66","19","3","0","1","7","7","2","7","0","0","0",".292",".314",".414",".728",".307","0.3","-0.1","0.2","11902"
"Adam Duvall","Braves","5","21","19","5","1","0","1","3","3","1","6","0","0","0",".233",".294",".443",".737",".307","0.1","0.0","0.0","10950"
"Yadier Molina","Cardinals","12","50","46","12","2","0","1","5","6","3","7","1","0","0",".268",".313",".410",".723",".307","0.4","-0.2","0.2","7007"
"Teoscar Hernandez","Blue Jays","14","58","53","12","3","0","3","7","7","5","18","0","1","1",".229",".296",".436",".732",".307","-0.5","0.0","0.1","13066"
"Jed Lowrie","Mets","5","22","19","5","1","0","1","2","2","2","4","0","0","0",".243",".323",".391",".714",".307","0.0","0.0","0.0","4418"
"Jose Pirela","Phillies","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".260",".311",".414",".726",".307","0.0","0.0","0.0","5485"
"Russell Martin","Dodgers","5","19","16","3","1","0","1","2","2","2","5","0","0","0",".218",".333",".368",".701",".306","0.0","-0.1","0.1","4616"
"Scott Schebler","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".306",".419",".725",".306","0.0","0.0","0.0","12225"
"Ronald Guzman","Rangers","6","24","22","5","1","0","1","3","3","2","6","0","0","0",".240",".313",".409",".722",".306","0.2","0.0","0.0","14388"
"Elvis Andrus","Rangers","16","68","62","17","3","0","1","8","7","4","10","0","2","1",".270",".318",".400",".718",".306","-0.2","0.2","0.1","8709"
"Josh VanMeter","Reds","11","47","42","10","2","0","1","5","5","4","10","0","1","0",".244",".315",".406",".720",".306","-0.1","0.0","0.0","15170"
"Danny Jansen","Blue Jays","8","33","29","7","1","0","1","4","4","3","6","1","0","0",".237",".316",".397",".714",".306","0.0","0.0","0.2","16535"
"Tony Kemp","Cubs","6","25","22","6","1","0","0","3","2","2","4","0","1","0",".264",".330",".380",".711",".306","0.0","0.0","0.0","14894"
"Nick Ahmed","Diamondbacks","16","69","63","16","4","1","2","8","8","5","13","0","1","0",".249",".309",".419",".728",".306","0.6","0.0","0.2","12147"
"Andrelton Simmons","Angels","15","65","60","17","3","0","1","7","7","4","6","0","1","0",".275",".323",".392",".715",".306","1.4","0.0","0.4","10847"
"Kevin Newman","Pirates","15","65","59","17","3","0","1","7","6","4","8","1","2","1",".281",".327",".389",".716",".306","-0.1","0.0","0.1","17696"
"Derek Fisher","Blue Jays","10","44","39","9","2","0","2","6","5","5","14","0","1","0",".223",".307",".412",".719",".306","0.1","0.1","0.0","16192"
"Scooter Gennett","","42","175","162","43","9","1","5","20","22","10","37","1","1","0",".265",".309",".416",".725",".305","-1.1","-0.1","0.2","10339"
"Jeimer Candelario","Tigers","15","63","56","13","3","0","2","7","6","6","16","1","0","0",".232",".315",".398",".713",".305","0.3","0.1","0.1","13621"
"LaMonte Wade","Twins","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".246",".339",".357",".696",".305","0.0","0.0","0.0","18126"
"Yonathan Daza","Rockies","5","20","19","5","1","0","0","2","2","1","3","0","0","0",".291",".321",".394",".715",".305","0.1","0.0","0.0","15794"
"Andy Young","Diamondbacks","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".243",".302",".418",".720",".305","0.0","0.0","0.0","sa919031"
"D.J. Stewart","Orioles","14","57","50","12","2","0","2","6","6","5","13","1","1","1",".236",".318",".394",".712",".305","-0.3","0.0","0.0","17766"
"Starlin Castro","Marlins","18","74","69","19","3","0","2","8","8","4","13","0","0","0",".270",".308",".415",".723",".305","-0.1","-0.1","0.1","4579"
"Greg Garcia","Padres","14","58","49","12","2","0","1","6","5","7","13","1","0","0",".241",".345",".342",".687",".305","0.0","0.0","0.1","10951"
"Trent Grisham","Brewers","9","38","33","7","1","0","1","5","4","4","9","0","1","0",".229",".323",".384",".707",".305","-0.1","0.0","0.0","18564"
"Chad Pinder","Athletics","7","31","28","7","2","0","1","4","4","2","8","0","0","0",".244",".298",".425",".723",".305","0.2","0.0","0.1","15191"
"Cavan Biggio","Blue Jays","16","68","58","12","3","0","2","8","7","9","20","0","1","1",".214",".324",".375",".700",".304","0.1","0.1","0.1","19252"
"Josh Fuentes","Rockies","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".267",".302",".421",".723",".304","0.0","0.0","0.0","16885"
"Albert Pujols","Angels","11","46","42","10","2","0","2","5","7","3","6","0","0","0",".249",".301",".424",".725",".304","-0.1","-0.2","0.0","1177"
"Tim Locastro","Diamondbacks","2","7","6","2","0","0","0","1","1","0","1","0","0","0",".254",".329",".366",".695",".304","0.0","0.0","0.0","15124"
"Garrett Hampson","Rockies","8","35","31","8","1","0","0","4","3","3","7","0","2","0",".264",".324",".384",".708",".304","0.0","0.1","0.0","19262"
"Mike Yastrzemski","Giants","14","57","51","12","3","1","2","7","6","5","15","0","1","0",".238",".305",".414",".720",".304","0.5","0.0","0.1","14854"
"Nick Williams","Phillies","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".243",".296",".426",".723",".304","0.0","0.0","0.0","14330"
"Dwight Smith Jr.","Orioles","5","21","19","5","1","0","1","2","2","2","4","0","0","0",".247",".311",".401",".712",".304","-0.2","0.0","0.0","13473"
"Amed Rosario","Mets","18","77","72","20","3","1","2","9","8","4","15","0","3","1",".272",".311",".409",".719",".303","-0.2","0.1","0.2","15518"
"Harrison Bader","Cardinals","10","40","36","8","2","0","1","5","4","3","11","1","1","0",".237",".317",".394",".711",".303","0.7","0.1","0.1","18030"
"Noel Cuevas","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".271",".313",".404",".716",".303","0.0","0.0","0.0","11894"
"Brian Goodwin","Angels","6","24","21","5","1","0","1","3","3","2","7","0","0","0",".241",".304",".415",".719",".303","-0.1","0.0","0.0","12858"
"Will Smith","Dodgers","10","44","39","9","2","0","2","5","6","4","13","1","0","0",".217",".295",".424",".719",".303","0.4","0.0","0.2","19197"
"Addison Russell","Cubs","15","65","58","14","3","0","2","7","8","6","15","1","1","0",".241",".314",".399",".713",".303","0.6","0.1","0.2","14106"
"Ehire Adrianza","Twins","3","11","10","2","0","0","0","1","1","1","2","0","0","0",".257",".321",".386",".707",".303","0.0","0.0","0.0","8418"
"Chance Sisco","Orioles","8","32","28","7","1","0","1","3","3","3","9","1","0","0",".236",".317",".382",".699",".302","-0.2","0.0","0.0","15694"
"Mark Reynolds","","42","175","153","33","7","0","7","19","23","19","55","1","1","0",".219",".307",".401",".708",".302","0.0","-0.5","-0.2","7619"
"Manuel Margot","Padres","16","66","60","15","3","1","2","7","6","5","12","0","2","1",".252",".311",".402",".712",".302","0.6","0.1","0.2","14712"
"Gavin Lux","Dodgers","11","45","41","10","2","0","1","5","5","4","10","0","1","1",".248",".311",".399",".710",".302","-0.1","-0.1","0.1","19955"
"Matt Duffy","Rays","10","42","38","10","2","0","1","4","4","3","7","0","1","0",".266",".330",".364",".694",".302","-0.1","0.0","0.1","13836"
"Jason Castro","Twins","10","40","35","8","2","0","1","5","4","4","12","0","0","0",".222",".313",".389",".702",".302","0.2","-0.1","0.2","8722"
"Breyvic Valera","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".264",".327",".373",".699",".302","0.0","0.0","0.0","12758"
"Ryan O'Hearn","Royals","10","40","36","8","2","0","1","4","5","4","11","0","0","0",".223",".304",".408",".711",".302","-0.1","0.0","0.0","16442"
"Eric Sogard","Rays","12","51","45","11","2","0","1","6","4","5","8","0","1","0",".253",".328",".370",".698",".302","0.1","0.1","0.1","7927"
"Randy Arozarena","Cardinals","1","5","4","1","0","0","0","1","1","0","1","0","0","0",".248",".316",".386",".703",".302","0.0","0.0","0.0","19290"
"Adalberto Mondesi","Royals","16","68","63","16","3","1","2","9","8","3","18","0","5","1",".255",".291",".433",".723",".302","0.7","0.7","0.3","13769"
"Abraham Almonte","Diamondbacks","1","5","4","1","0","0","0","1","0","0","1","0","0","0",".237",".313",".393",".706",".301","0.0","0.0","0.0","5486"
"Daniel Robertson","Rays","4","15","13","3","1","0","0","2","1","2","4","0","0","0",".232",".331",".351",".682",".301","0.0","0.0","0.0","14145"
"Luis Urias","Padres","16","67","58","14","3","1","1","7","6","7","14","1","0","0",".240",".329",".359",".688",".301","0.2","0.0","0.2","16622"
"Curtis Granderson","Marlins","7","28","24","5","1","0","1","3","3","3","7","0","0","0",".213",".315",".383",".698",".301","-0.1","0.0","0.0","4747"
"Ildemaro Vargas","Diamondbacks","2","9","9","2","0","0","0","1","1","0","1","0","0","0",".274",".312",".394",".706",".301","0.0","0.0","0.0","13324"
"Francisco Mejia","Padres","5","23","22","5","1","0","1","2","2","1","5","0","0","0",".253",".301",".412",".713",".301","0.0","0.0","0.0","16403"
"Brandon Crawford","Giants","16","68","61","15","3","0","2","7","8","6","14","1","0","0",".247",".315",".396",".711",".301","0.4","0.0","0.2","5343"
"Niko Goodrum","Tigers","10","41","37","9","2","0","1","5","4","4","12","0","1","0",".238",".305",".402",".707",".300","-0.1","0.1","0.0","12092"
"Billy McKinney","Blue Jays","8","35","32","7","2","0","1","4","4","3","9","0","0","0",".231",".295",".418",".712",".300","0.1","0.0","0.0","15654"
"Willy Adames","Rays","15","62","55","14","2","0","2","7","6","5","16","0","1","0",".248",".315",".386",".701",".300","-0.2","0.0","0.2","15986"
"Kevin Kiermaier","Rays","15","62","57","14","3","1","2","8","7","4","14","1","2","1",".242",".301",".412",".713",".300","1.2","0.3","0.3","11038"
"Robel Garcia","Cubs","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".225",".287",".429",".716",".300","0.0","0.0","0.0","13167"
"Nick Martini","Padres","9","36","31","8","1","0","1","4","3","4","8","0","0","0",".248",".333",".351",".685",".300","0.2","0.0","0.0","12005"
"Christian Vazquez","Red Sox","11","46","42","11","2","0","1","5","5","2","9","0","0","0",".262",".305",".408",".712",".300","0.2","-0.1","0.2","9774"
"David Fletcher","Angels","16","66","61","17","3","0","1","8","6","4","7","0","1","0",".273",".323",".373",".696",".300","0.7","0.1","0.2","17992"
"Austin Dean","Marlins","13","53","48","12","3","0","1","6","6","3","10","0","0","0",".254",".306",".402",".707",".300","-0.4","0.0","0.0","18288"
"Bobby Bradley","Indians","0","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".287",".432",".719",".300","0.0","0.0","0.0","17278"
"Curt Casali","Reds","6","26","23","6","1","0","1","3","3","2","6","0","0","0",".237",".312",".389",".701",".300","-0.2","0.0","0.0","12510"
"Dominic Smith","Mets","0","2","1","0","0","0","0","0","0","0","0","0","0","0",".244",".302",".403",".705",".299","0.0","0.0","0.0","15653"
"Roberto Perez","Indians","10","43","37","8","1","0","2","5","5","5","13","0","0","0",".217",".304",".396",".701",".299","0.4","-0.1","0.2","2900"
"Tucker Barnhart","Reds","10","41","36","9","2","0","1","4","4","4","8","0","0","0",".242",".327",".376",".702",".299","0.3","-0.2","0.1","10200"
"Jonathan Lucroy","Cubs","4","16","14","4","1","0","0","2","2","1","2","0","0","0",".251",".317",".380",".698",".299","0.0","0.0","0.0","7870"
"Carlos Gonzalez","","25","105","95","22","5","0","4","12","12","9","27","0","1","0",".236",".303",".406",".709",".299","0.2","-0.1","0.0","7287"
"Christian Lopes","Rangers","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".244",".322",".368",".689",".299","0.0","0.0","0.0","sa601044"
"Yan Gomes","Nationals","9","36","33","8","2","0","1","4","4","3","9","1","0","0",".236",".304",".403",".707",".299","0.3","0.0","0.1","9627"
"Miguel Rojas","Marlins","16","66","60","16","3","0","1","6","6","4","8","1","1","0",".270",".322",".374",".695",".298","0.6","-0.2","0.2","7802"
"Scott Kingery","Phillies","18","76","70","17","4","0","2","9","8","5","20","1","2","1",".245",".296",".411",".707",".298","0.2","0.2","0.1","17975"
"Kevin Pillar","Giants","17","72","68","18","4","0","2","8","8","3","11","1","2","1",".259",".295",".416",".711",".298","0.4","0.2","0.2","12434"
"Michael Brosseau","Rays","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".249",".302",".397",".700",".298","0.0","0.0","0.0","19683"
"Manny Pina","Brewers","7","29","26","6","1","0","1","3","3","2","6","0","0","0",".244",".305",".397",".702",".298","0.2","0.0","0.1","2829"
"Nico Hoerner","Cubs","4","16","15","4","1","0","0","2","2","1","2","0","0","0",".264",".311",".385",".696",".298","0.0","0.0","0.0","21479"
"Joe Panik","Mets","6","24","21","5","1","0","0","3","2","2","2","0","0","0",".254",".322",".370",".692",".298","0.0","0.0","0.0","11936"
"David Freitas","Brewers","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".251",".316",".375",".691",".297","0.0","0.0","0.0","10619"
"Andrew Knizner","Cardinals","2","8","7","2","0","0","0","1","1","0","1","0","0","0",".258",".312",".382",".694",".297","0.0","0.0","0.0","19514"
"Jose Iglesias","Reds","15","65","60","16","3","0","1","7","7","3","8","1","1","1",".272",".310",".389",".700",".297","0.5","-0.1","0.1","10231"
"Scott Heineman","Rangers","3","14","13","3","1","0","0","2","1","1","3","0","0","0",".250",".311",".381",".692",".297","0.0","0.0","0.0","14453"
"Cesar Puello","Marlins","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".238",".324",".355",".679",".297","0.0","0.0","0.0","7216"
"Jose Peraza","Reds","3","14","13","4","1","0","0","1","1","1","2","0","0","0",".270",".310",".387",".697",".297","0.0","0.0","0.0","13593"
"Jacob Robson","Tigers","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".250",".316",".375",".690",".297","0.0","0.0","0.0","sa658804"
"J.P. Crawford","Mariners","14","58","50","12","2","0","1","6","5","6","13","0","1","0",".230",".320",".361",".681",".297","0.0","0.0","0.2","15491"
"Cheslor Cuthbert","Royals","6","24","22","6","1","0","1","2","3","2","5","0","0","0",".250",".302",".396",".698",".297","-0.2","0.0","0.0","10473"
"Franklin Barreto","Athletics","2","7","6","1","0","0","0","1","1","0","2","0","0","0",".230",".287",".419",".706",".296","0.0","0.0","0.0","15519"
"Travis Demeritte","Tigers","15","63","56","12","3","1","2","7","7","6","20","0","1","0",".222",".296",".402",".698",".296","-0.1","0.0","0.0","15958"
"Bradley Zimmer","Indians","1","5","5","1","0","0","0","1","1","0","2","0","0","0",".234",".303",".388",".692",".296","0.0","0.0","0.0","16221"
"Abraham Toro-Hernandez","Astros","5","20","18","4","1","0","1","2","2","2","4","0","0","0",".229",".303",".389",".692",".296","0.0","0.0","0.0","19844"
"Cory Spangenberg","Brewers","6","24","22","5","1","0","1","3","3","2","7","0","1","0",".243",".301",".394",".695",".295","-0.1","0.1","0.0","12294"
"Oscar Mercado","Indians","15","62","56","14","3","0","1","7","6","4","12","1","3","1",".253",".309",".378",".688",".295","-0.1","0.1","0.1","16375"
"Alex Blandino","Reds","1","3","3","1","0","0","0","0","0","0","1","0","0","0",".226",".322",".351",".673",".295","0.0","0.0","0.0","16271"
"Sam Travis","Red Sox","3","13","12","3","1","0","0","1","1","1","3","0","0","0",".248",".308",".382",".690",".295","0.0","0.0","0.0","16263"
"Kevin Plawecki","Indians","5","21","19","4","1","0","1","2","2","2","4","0","0","0",".238",".310",".377",".687",".295","0.0","-0.1","0.0","13807"
"Daniel Palka","White Sox","6","27","24","5","1","0","1","3","4","2","9","0","0","0",".215",".284",".420",".704",".294","-0.1","0.0","0.0","14897"
"Austin Barnes","Dodgers","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".226",".323",".356",".678",".294","0.0","0.0","0.0","12158"
"Adam Haseley","Phillies","11","47","43","11","2","0","1","5","5","3","10","1","1","0",".252",".306",".384",".690",".294","0.2","0.0","0.0","19878"
"Jordy Mercer","Tigers","12","52","47","12","3","0","1","5","5","4","10","0","0","0",".252",".309",".390",".699",".294","-0.2","0.0","0.0","6547"
"Brian O'Grady","Reds","2","10","9","2","0","0","0","1","1","1","3","0","0","0",".214",".298",".397",".695",".294","0.0","0.0","0.0","16729"
"Daniel Descalso","Cubs","5","20","17","4","1","0","0","2","2","3","5","0","0","0",".216",".319",".355",".674",".294","-0.1","0.0","0.0","8392"
"Mallex Smith","Mariners","15","64","57","14","2","1","1","7","5","5","14","1","4","1",".249",".317",".360",".678",".294","-0.1","0.5","0.1","13608"
"Marco Hernandez","Red Sox","6","26","24","7","1","0","0","3","3","1","6","0","0","0",".270",".303",".389",".692",".294","-0.1","0.0","0.0","13154"
"Albert Almora Jr.","Cubs","5","22","21","5","1","0","1","3","2","1","4","0","0","0",".262",".301",".396",".697",".294","0.0","0.0","0.0","14109"
"Luis Rengifo","Angels","10","40","36","9","2","0","1","4","4","3","8","0","1","1",".242",".313",".366",".680",".294","-0.1","-0.1","0.1","19858"
"Kevan Smith","Angels","6","25","23","6","1","0","1","3","3","2","4","0","0","0",".253",".310",".371",".681",".294","-0.2","0.0","0.0","12284"
"Ronny Rodriguez","Tigers","13","55","52","13","2","0","2","6","7","2","13","0","1","0",".249",".280",".424",".704",".294","0.0","0.0","0.0","11875"
"James McCann","White Sox","13","55","51","12","2","0","2","6","6","3","15","1","0","0",".244",".298",".390",".689",".294","0.3","-0.1","0.1","12859"
"Tommy Edman","Cardinals","10","41","38","10","2","0","1","5","4","2","7","0","1","0",".260",".305",".381",".687",".293","0.1","0.2","0.1","19470"
"Jared Walsh","Angels","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".228",".290",".405",".695",".293","0.0","0.0","0.0","18607"
"Elias Diaz","Pirates","9","38","35","9","2","0","1","4","4","2","6","0","0","0",".261",".311",".371",".682",".293","-0.1","0.0","0.0","11680"
"Harold Ramirez","Marlins","6","25","23","6","1","0","1","3","3","1","5","0","0","0",".262",".303",".386",".689",".293","-0.1","0.0","0.0","14387"
"Delino DeShields","Rangers","10","42","36","9","2","0","1","5","3","4","10","0","2","1",".240",".325",".340",".665",".293","0.0","0.3","0.0","11379"
"Austin Romine","Yankees","4","17","16","4","1","0","1","2","2","1","4","0","0","0",".248",".292",".400",".692",".293","0.0","0.0","0.1","5491"
"Rio Ruiz","Orioles","10","42","38","9","2","0","1","4","4","4","10","0","0","0",".238",".305",".379",".684",".293","0.2","0.0","0.1","14103"
