"Name","Team","W","L","SV","HLD","ERA","GS","G","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","playerid"
"Jakob Junis","Royals","4","5","0","0","4.63","13","13","74.0","77","38","12","67","20","1.32","8.11","2.49","4.56","0.8","13619"
"Montana DuRapau","Pirates","1","1","0","2","4.44","0","16","16.0","15","8","2","16","7","1.37","8.97","3.92","4.56","0.0","16768"
"Wade Miley","Astros","4","4","0","0","4.59","13","13","73.0","78","37","10","61","27","1.43","7.43","3.32","4.56","0.8","8779"
"Merrill Kelly","Diamondbacks","4","5","0","0","4.72","13","13","75.0","80","39","12","64","24","1.38","7.70","2.86","4.57","0.8","11156"
"Robert Stephenson","Reds","1","1","0","4","4.42","0","21","21.0","18","10","3","26","11","1.42","11.03","4.93","4.57","0.0","13594"
"Blake Parker","Twins","1","1","2","7","4.51","0","29","29.0","29","15","5","30","11","1.34","9.10","3.32","4.57","0.2","5224"
"Nathan Karns","Orioles","1","1","0","0","4.66","0","14","14.0","13","7","2","13","5","1.40","8.92","3.61","4.57","0.0","12638"
"David McKay","Mariners","1","1","0","0","4.47","0","10","10.0","10","5","1","11","5","1.41","9.07","4.17","4.57","0.0","19814"
"Sean Poppen","Twins","0","0","0","0","4.62","0","5","5.0","5","2","1","4","2","1.42","7.41","3.34","4.57","0.0","19583"
"Tayron Guerrero","Marlins","1","1","0","5","4.39","0","21","21.0","18","10","3","23","12","1.50","10.05","5.44","4.57","0.0","11691"
"Roenis Elias","Mariners","1","2","13","1","4.45","0","27","27.0","27","13","4","24","11","1.39","8.05","3.64","4.57","0.2","12673"
"Adrian Houser","Brewers","2","2","0","4","4.63","3","23","36.0","37","19","5","33","14","1.42","8.32","3.51","4.58","0.2","12718"
"Andrew Suarez","Giants","1","2","0","0","4.60","5","5","28.0","31","15","4","22","9","1.40","7.10","2.91","4.58","0.2","18300"
"Daniel Ponce de Leon","Cardinals","1","1","0","0","4.41","2","7","17.0","16","9","2","17","9","1.43","8.90","4.50","4.58","0.2","16110"
"Randy Rosario","Cubs","0","0","0","0","4.53","0","7","7.0","7","3","1","5","3","1.52","6.74","4.21","4.58","0.0","14508"
"Fernando Romero","Twins","1","1","0","1","4.54","0","16","16.0","16","8","2","13","6","1.40","7.23","3.24","4.58","0.0","15885"
"Bryan Shaw","Rockies","1","2","0","6","4.74","0","27","27.0","29","14","4","23","11","1.47","7.71","3.63","4.58","0.1","8110"
"Mike Leake","Mariners","4","5","0","0","4.69","12","12","74.0","85","39","12","50","14","1.33","6.05","1.72","4.58","0.9","10130"
"Pat Venditte","Giants","0","0","0","0","4.35","0","5","5.0","4","2","1","4","2","1.39","8.87","4.21","4.59","0.0","7108"
"Brad Keller","Royals","4","5","0","0","4.60","13","13","79.0","85","41","9","54","32","1.47","6.19","3.59","4.59","0.8","15734"
"Ryan Tepera","Blue Jays","1","1","0","0","4.54","0","15","15.0","15","8","2","15","6","1.36","8.91","3.66","4.59","0.0","10291"
"Ben Heller","Yankees","0","0","0","0","4.41","0","2","2.0","2","1","0","2","1","1.36","9.70","4.03","4.59","0.0","15100"
"Scott Barlow","Royals","1","1","0","2","4.61","0","15","15.0","15","8","2","17","7","1.42","9.77","4.25","4.59","0.0","14993"
"Mike Morin","Twins","0","1","0","0","4.64","0","11","11.0","12","6","2","9","3","1.34","6.80","2.30","4.59","0.0","13442"
"Jake McGee","Rockies","1","1","0","5","4.73","0","25","25.0","26","13","4","23","8","1.36","8.40","2.92","4.59","0.1","7550"
"Gerardo Reyes","Padres","1","1","0","5","4.50","0","22","22.0","20","11","3","24","13","1.51","9.86","5.45","4.59","0.0","16306"
"Josh Tomlin","Braves","1","1","0","9","4.67","0","22","22.0","24","11","4","17","2","1.22","7.10","0.99","4.59","0.0","9388"
"Dakota Hudson","Cardinals","4","5","0","0","4.55","13","13","72.0","76","36","8","51","31","1.49","6.35","3.92","4.59","0.7","19206"
"Danny Duffy","Royals","4","5","0","0","4.62","13","13","79.0","80","40","12","68","28","1.37","7.81","3.16","4.59","0.9","3542"
"Shaun Anderson","Giants","3","4","0","0","4.62","10","10","59.0","64","30","8","43","19","1.40","6.61","2.88","4.59","0.4","19453"
"Gabriel Moya","Twins","0","0","0","0","4.37","0","2","2.0","2","1","0","2","1","1.33","9.23","3.62","4.59","0.0","16348"
"Geoff Hartlieb","Pirates","1","1","0","0","4.54","0","11","11.0","11","6","1","10","5","1.50","7.94","4.35","4.60","0.0","19558"
"Brian Flynn","Royals","1","1","0","4","4.49","0","20","20.0","21","10","2","14","9","1.48","6.34","3.88","4.60","0.0","12027"
"Ranger Suarez","Phillies","0","1","0","0","4.51","1","7","11.0","11","5","1","9","4","1.40","7.31","3.30","4.60","0.0","17277"
"Rowan Wick","Cubs","0","1","0","0","4.41","0","9","9.0","8","4","1","9","5","1.51","9.06","5.29","4.61","0.0","14646"
"Sam Coonrod","Giants","0","0","0","0","4.55","0","2","2.0","2","1","0","2","1","1.46","8.28","4.32","4.61","0.0","17264"
"Jackson Stephens","Reds","0","0","0","0","4.46","0","5","5.0","5","2","1","4","2","1.35","8.33","3.27","4.61","0.0","14420"
"Yusei Kikuchi","Mariners","4","4","0","0","4.49","12","12","70.0","70","35","10","61","26","1.38","7.87","3.34","4.61","0.9","20633"
"Gerson Bautista","Mariners","1","1","0","0","4.44","0","10","10.0","10","5","1","11","6","1.49","9.29","5.11","4.61","0.0","19256"
"Sam Gaviglio","Blue Jays","1","1","0","4","4.80","0","20","20.0","21","11","4","17","4","1.31","7.67","2.04","4.61","0.0","12778"
"Derek Holland","Giants","2","2","0","1","4.52","4","19","37.0","36","19","6","36","15","1.40","8.73","3.75","4.62","0.1","4141"
"J.A. Happ","Yankees","4","4","0","0","4.49","12","12","66.0","66","33","11","60","20","1.30","8.17","2.70","4.62","1.0","7410"
"James Norwood","Cubs","0","0","0","0","4.55","0","2","2.0","2","1","0","2","1","1.49","9.29","5.09","4.62","0.0","16440"
"Jharel Cotton","Athletics","1","1","0","0","4.50","1","10","17.0","16","8","3","16","6","1.30","8.52","3.06","4.63","0.1","13654"
"Jaime Schultz","Dodgers","0","0","0","0","4.49","0","2","2.0","2","1","0","3","1","1.43","11.25","5.18","4.63","0.0","15066"
"Brett Cecil","Cardinals","0","0","0","0","4.49","0","7","7.0","7","3","1","6","3","1.41","7.43","3.57","4.63","0.0","2660"
"Austin Gomber","Cardinals","1","1","0","0","4.41","1","1","8.0","8","4","1","8","3","1.37","8.37","3.64","4.64","0.1","16561"
"Daniel Stumpf","Tigers","1","2","0","6","4.64","0","28","28.0","28","15","4","26","11","1.41","8.35","3.64","4.64","0.1","13780"
"Eduardo Jimenez","","0","0","0","0","4.79","0","2","2.0","2","1","0","2","1","1.42","9.34","4.03","4.65","0.0","sa3001404"
"Stetson Allie","Dodgers","0","0","0","0","4.79","0","4","4.0","4","2","1","4","2","1.42","9.34","4.03","4.65","0.0","sa548192"
"Jacob Webb","Pirates","0","0","0","0","4.79","0","24","24.0","23","13","4","25","11","1.42","9.34","4.03","4.65","0.0","sa3004799"
"Jose Urquidy","Astros","1","1","0","0","4.63","2","2","13.0","13","6","2","10","3","1.31","7.53","2.31","4.65","0.1","18413"
"Lucas Giolito","White Sox","4","6","0","0","4.58","14","14","80.0","75","41","11","77","37","1.40","8.70","4.14","4.65","1.1","15474"
"Ryan Dull","Athletics","1","1","0","0","4.56","0","11","11.0","10","5","2","10","4","1.29","8.66","2.94","4.66","0.0","13974"
"Austen Williams","Nationals","0","0","0","0","4.72","0","2","2.0","2","1","0","2","1","1.41","8.01","3.27","4.66","0.0","16309"
"Pat Neshek","Phillies","0","0","0","0","4.58","0","4","4.0","5","2","1","4","1","1.25","7.44","1.83","4.66","0.0","4682"
"Tyler Mahle","Reds","4","5","0","0","4.62","11","11","65.0","66","33","11","64","23","1.37","8.82","3.18","4.67","0.7","16358"
"Jeff Brigham","Marlins","1","1","0","0","4.56","0","11","11.0","11","6","2","11","5","1.41","8.60","3.96","4.67","0.0","16631"
"Reymin Guduan","Astros","1","1","0","2","4.54","0","18","18.0","16","9","2","20","11","1.52","9.89","5.40","4.67","0.0","13058"
"Luke Bard","Angels","0","0","0","0","4.52","0","4","4.0","4","2","1","4","2","1.38","8.70","3.68","4.67","0.0","14288"
"Jose Urena","Marlins","1","2","0","0","4.51","4","4","21.0","22","10","3","16","7","1.38","6.69","3.03","4.67","0.2","11589"
"Bryan Garcia","Tigers","0","0","0","0","4.61","0","9","9.0","9","5","2","10","4","1.38","9.24","3.88","4.67","0.0","sa873996"
"Shane Carle","Braves","0","0","0","0","4.58","0","2","2.0","2","1","0","2","1","1.46","7.06","3.77","4.68","0.0","15258"
"Trent Thornton","Blue Jays","3","4","0","0","4.81","11","11","62.0","65","33","10","55","19","1.37","8.01","2.83","4.69","0.7","17948"
"Luis Escobar","Pirates","0","0","0","0","4.56","0","2","2.0","2","1","0","2","1","1.48","8.90","4.82","4.69","0.0","sa828442"
"Sam Tuivailala","Mariners","1","1","0","3","4.53","0","17","17.0","16","8","3","15","7","1.38","8.25","3.66","4.69","0.0","13485"
"Walker Lockett","Mets","0","1","0","0","4.70","1","1","8.0","9","4","1","6","2","1.37","6.76","2.61","4.69","0.1","13804"
"Jake Arrieta","Phillies","4","5","0","0","4.54","12","12","66.0","66","33","10","56","23","1.36","7.67","3.22","4.69","0.7","4153"
"Tanner Anderson","Athletics","2","3","0","0","4.62","6","13","43.0","48","22","5","27","16","1.47","5.55","3.26","4.69","0.5","18029"
"Austin Voth","Nationals","2","3","0","0","4.69","7","9","40.0","41","21","6","36","16","1.41","7.93","3.50","4.70","0.5","15047"
"Joe Ross","Nationals","1","1","0","0","4.67","1","10","17.0","19","9","3","14","5","1.38","7.35","2.82","4.70","0.1","12972"
"Matt Magill","Twins","1","1","0","4","4.60","0","23","23.0","22","12","4","23","10","1.42","9.32","4.11","4.70","0.0","3950"
"Luis Cessa","Yankees","1","2","0","5","4.69","1","26","29.0","30","15","5","27","10","1.36","8.23","3.07","4.71","0.1","13345"
"Hector Velazquez","Red Sox","2","2","0","0","4.64","4","15","36.0","39","19","5","28","13","1.43","6.93","3.13","4.71","0.3","19341"
"Jose Cisnero","Tigers","1","1","0","2","4.67","0","19","19.0","18","10","3","19","9","1.43","9.11","4.23","4.71","0.0","6399"
"Jorge Lopez","Royals","2","3","0","4","4.85","3","23","36.0","38","20","5","32","14","1.43","7.91","3.48","4.71","0.1","14527"
"Daniel Norris","Tigers","4","5","0","0","4.83","14","14","78.0","84","42","12","66","28","1.43","7.57","3.26","4.71","0.9","13475"
"Cal Quantrill","Padres","2","3","0","0","4.71","4","19","40.0","42","21","6","32","14","1.43","7.23","3.21","4.71","0.2","19312"
"Zach Davies","Brewers","4","5","0","0","4.76","13","13","73.0","81","39","11","53","23","1.43","6.49","2.82","4.72","0.6","13183"
"Dovydas Neverauskas","Pirates","0","0","0","0","4.74","0","7","7.0","7","4","1","7","4","1.51","9.07","4.89","4.72","0.0","11604"
"Jeffrey Springs","Rangers","0","0","0","0","4.68","0","4","4.0","4","2","1","5","2","1.45","9.60","4.44","4.72","0.0","17677"
"Mike Wright Jr.","Mariners","0","0","0","0","4.67","0","2","2.0","2","1","0","2","1","1.38","7.83","3.09","4.72","0.0","12586"
"Jon Edwards","Indians","1","1","0","0","4.68","0","11","11.0","10","6","2","13","6","1.46","10.12","4.91","4.72","0.0","1483"
"Dereck Rodriguez","Giants","2","3","0","0","4.67","7","14","49.0","52","25","7","37","17","1.40","6.87","3.07","4.73","0.2","14509"
"Michael Wacha","Cardinals","4","5","0","4","4.77","9","27","70.0","73","37","11","60","28","1.45","7.68","3.63","4.73","0.4","14078"
"Zach Eflin","Phillies","4","6","0","0","4.78","13","13","74.0","78","39","13","62","20","1.33","7.63","2.49","4.73","0.8","13774"
"Wandy Peralta","Reds","1","1","0","2","4.60","0","19","19.0","19","9","2","16","9","1.50","7.66","4.45","4.74","0.0","14295"
"Joey Krehbiel","Diamondbacks","0","0","0","0","4.68","0","2","2.0","2","1","0","2","1","1.49","9.47","5.04","4.74","0.0","13707"
"Tim Peterson","Mets","0","0","0","0","4.66","0","2","2.0","2","1","0","2","1","1.34","9.00","3.17","4.74","0.0","13946"
"Josh A. Smith","Red Sox","1","1","0","0","4.82","1","4","11.0","11","6","2","10","3","1.34","8.25","2.93","4.74","0.1","10946"
"Jairo Diaz","Rockies","1","1","0","3","5.03","0","18","18.0","18","10","2","18","10","1.53","8.89","4.75","4.75","0.0","12774"
"Cody Allen","Twins","1","1","1","2","4.72","0","20","20.0","19","11","4","23","10","1.40","10.13","4.36","4.75","0.0","12183"
"Jimmy Herget","Reds","1","1","0","0","4.71","0","14","14.0","13","7","2","15","6","1.43","9.47","4.19","4.76","0.0","17556"
"Ben Lively","Diamondbacks","0","1","0","0","4.81","1","1","8.0","9","4","1","6","3","1.41","7.08","3.08","4.76","0.1","14932"
"Seunghwan Oh","Rockies","1","1","0","1","4.77","0","14","14.0","14","7","3","13","4","1.32","8.89","2.66","4.76","0.0","18719"
"Kevin McCarthy","Royals","1","2","1","7","4.68","0","24","24.0","27","13","3","14","9","1.49","5.39","3.34","4.77","0.0","15240"
"Robby Scott","Diamondbacks","0","0","0","0","4.55","0","2","2.0","2","1","0","2","1","1.41","9.49","4.51","4.77","0.0","13042"
"Steven Brault","Pirates","3","3","0","0","4.65","8","17","56.0","56","29","7","48","29","1.54","7.78","4.74","4.77","0.4","15291"
"Sean Manaea","Athletics","2","2","0","0","4.71","5","5","28.0","30","15","4","21","8","1.36","6.72","2.62","4.78","0.3","15873"
"Chad Bettis","Rockies","1","1","0","4","4.99","1","23","27.0","30","15","4","20","9","1.46","6.62","2.96","4.78","0.1","10587"
"Jacob Waguespack","Blue Jays","1","1","0","0","4.76","3","5","19.0","20","10","2","15","9","1.51","7.24","4.11","4.79","0.2","18318"
"Matthew Festa","Mariners","1","1","0","5","4.63","0","23","23.0","23","12","4","22","9","1.39","8.56","3.50","4.79","0.0","19330"
"Steven Wright","Red Sox","1","1","0","5","4.64","0","22","22.0","23","11","3","17","8","1.42","7.04","3.35","4.79","0.0","8185"
"Zac Houston","Tigers","0","0","0","0","4.61","0","2","2.0","2","1","0","2","1","1.49","9.49","5.24","4.79","0.0","sa874155"
"Pedro Avila","Padres","0","0","0","0","4.75","1","1","4.0","4","2","1","4","2","1.49","8.08","4.35","4.79","0.0","18864"
"Dario Agrazal","Pirates","1","1","0","0","4.81","2","2","13.0","15","7","2","7","3","1.40","5.25","2.07","4.79","0.1","15821"
"Daniel Mengden","Athletics","3","4","0","0","4.75","10","10","56.0","60","30","8","40","18","1.39","6.42","2.92","4.80","0.6","16980"
"Kolby Allard","Braves","0","0","0","0","4.72","1","1","4.0","4","2","1","3","1","1.42","7.35","3.27","4.80","0.0","18694"
"Rogelio Armenteros","Astros","2","2","0","0","4.68","6","10","38.0","37","20","6","37","16","1.40","8.88","3.79","4.80","0.4","17679"
"Jose Suarez","Angels","3","3","0","0","4.60","10","10","58.0","55","29","9","56","25","1.40","8.76","3.91","4.81","0.7","19911"
"AJ Ramos","","1","1","0","0","4.70","0","15","15.0","14","8","2","15","8","1.45","9.21","4.53","4.81","0.0","8350"
"Dylan Cease","White Sox","3","5","0","0","4.69","11","11","61.0","58","32","9","62","34","1.51","9.09","4.99","4.81","0.6","18525"
"Paul Blackburn","Athletics","1","1","0","0","4.81","2","2","12.0","14","7","2","7","4","1.43","5.44","2.83","4.81","0.1","14739"
"Nestor Cortes","Yankees","0","0","0","0","4.72","0","9","9.0","9","5","2","8","3","1.36","8.31","3.13","4.82","0.0","17874"
"Alex McRae","Pirates","0","0","0","0","4.93","0","5","5.0","5","2","1","4","2","1.48","7.00","3.38","4.82","0.0","16317"
"Trevor Cahill","Angels","3","4","0","2","4.66","5","27","51.0","51","26","8","44","20","1.41","7.89","3.55","4.83","0.2","6249"
"Jose De Leon","Rays","1","1","0","0","4.75","4","4","20.0","19","11","3","21","9","1.38","9.36","3.97","4.83","0.2","15463"
"Josh Lucas","Orioles","0","0","0","0","4.75","0","2","2.0","2","1","0","2","1","1.47","7.50","3.69","4.84","0.0","11686"
"Chih-Wei Hu","Indians","0","0","0","0","4.71","0","2","2.0","2","1","0","2","1","1.31","7.93","2.62","4.84","0.0","16419"
"Yimi Garcia","Dodgers","1","1","0","5","4.73","0","24","24.0","24","12","5","23","6","1.27","8.84","2.20","4.84","0.0","12095"
"Tanner Rainey","Nationals","2","2","2","7","4.69","0","29","29.0","24","15","4","37","22","1.59","11.49","6.86","4.85","-0.1","17610"
"Jaime Barria","Angels","3","3","0","0","4.65","6","14","42.0","43","22","7","33","13","1.34","7.18","2.80","4.85","0.3","18356"
"Jason Vargas","Mets","4","6","0","0","4.77","12","12","71.0","73","38","12","62","25","1.38","7.86","3.14","4.85","0.6","8044"
"Neil Ramirez","Indians","0","0","0","0","4.97","0","5","5.0","4","3","1","6","2","1.38","10.88","4.09","4.85","0.0","7677"
"Miguel Diaz","Padres","0","1","0","0","4.79","0","11","11.0","10","6","2","12","6","1.51","9.47","5.13","4.85","0.0","18815"
"Kyle McGowin","Nationals","1","1","0","0","4.96","1","10","13.0","14","7","2","13","5","1.38","8.56","3.13","4.86","0.0","15071"
"Jesus Reyes","Reds","0","0","0","0","4.64","0","5","5.0","5","2","1","4","2","1.53","7.45","4.65","4.86","0.0","19277"
"Evan Phillips","Orioles","1","1","0","2","4.80","0","20","20.0","19","11","3","22","12","1.52","9.83","5.33","4.86","0.0","17734"
"Jonny Venters","Nationals","1","1","0","1","4.68","0","14","14.0","13","7","1","13","9","1.63","8.41","5.98","4.86","0.0","7175"
"Tyler Bashlor","Mets","0","0","0","0","4.71","0","2","2.0","2","1","0","2","1","1.48","9.39","4.90","4.86","0.0","15203"
"Travis Lakins","Red Sox","0","0","0","0","4.86","0","2","2.0","2","1","0","2","1","1.53","7.28","4.23","4.87","0.0","18600"
"Cy Sneed","Astros","1","1","0","0","4.77","0","13","13.0","14","7","2","11","5","1.42","7.37","3.40","4.87","0.0","16106"
"Chandler Shepherd","Orioles","0","0","0","0","4.71","0","2","2.0","2","1","0","2","1","1.35","7.89","3.03","4.87","0.0","sa602595"
"CC Sabathia","Yankees","4","4","0","0","4.71","11","11","63.0","66","33","11","55","22","1.40","7.81","3.19","4.88","0.8","404"
"Melvin Adon","Giants","0","0","0","0","4.68","1","1","4.0","4","2","0","3","2","1.57","7.28","5.09","4.88","0.0","sa873314"
"Huascar Ynoa","Braves","0","0","0","0","4.87","0","2","2.0","2","1","0","2","1","1.59","8.87","5.45","4.88","0.0","20468"
"Brad Boxberger","","2","3","0","0","4.85","0","35","35.0","33","19","5","38","20","1.52","9.90","5.23","4.88","-0.1","10133"
"Chris Mazza","Mets","1","1","0","0","4.80","2","7","17.0","19","9","2","12","6","1.45","6.11","3.08","4.88","0.1","14151"
"Nick Ramirez","Tigers","1","2","0","3","4.79","0","23","23.0","24","12","3","19","11","1.51","7.39","4.19","4.89","0.0","12575"
"David Hale","Yankees","1","1","0","0","4.85","0","14","14.0","15","7","2","10","4","1.40","6.47","2.54","4.89","0.0","9756"
"Justin Lawrence","Rockies","0","0","0","0","4.92","0","2","2.0","2","1","0","2","1","1.59","7.80","4.90","4.89","0.0","sa875567"
"Aaron Sanchez","Blue Jays","4","5","0","0","4.85","12","12","70.0","72","38","9","56","36","1.54","7.21","4.61","4.89","0.6","11490"
"Bobby Poyner","Red Sox","0","0","0","0","4.82","0","2","2.0","2","1","0","2","1","1.39","7.73","3.11","4.89","0.0","17987"
"Felix Hernandez","Mariners","2","3","0","0","4.79","7","9","41.0","43","22","7","33","14","1.38","7.33","3.01","4.89","0.3","4772"
"Mike Fiers","Athletics","4","5","0","0","4.73","14","14","81.0","85","43","14","65","25","1.35","7.15","2.72","4.89","0.9","7754"
"Fernando Salas","Phillies","0","0","0","0","4.82","0","2","2.0","2","1","0","2","1","1.36","8.31","2.94","4.89","0.0","4971"
"Kyle Freeland","Rockies","3","4","0","0","5.00","11","11","61.0","67","34","10","50","23","1.47","7.36","3.38","4.89","0.6","16256"
"Aaron Civale","Indians","1","2","0","0","4.96","4","4","26.0","29","14","4","17","6","1.37","6.07","2.03","4.90","0.2","19479"
"Chi Chi Gonzalez","Rockies","1","2","0","0","5.08","4","4","25.0","28","14","3","16","11","1.56","5.94","3.95","4.90","0.2","14663"
"Jeff Hoffman","Rockies","2","2","0","0","5.16","5","5","30.0","31","17","5","27","13","1.49","8.32","3.93","4.90","0.3","17432"
"Chasen Bradford","Mariners","0","0","0","0","4.76","0","4","4.0","5","2","1","3","1","1.41","6.10","2.58","4.91","0.0","12452"
"Sandy Alcantara","Marlins","3","5","0","0","4.78","12","12","68.0","70","36","8","51","34","1.53","6.82","4.45","4.91","0.4","18684"
"Wily Peralta","Royals","1","2","0","6","5.01","0","24","24.0","26","13","3","19","11","1.55","7.16","4.16","4.91","0.0","7738"
"Dylan Bundy","Orioles","4","6","0","0","4.90","14","14","78.0","79","43","15","78","26","1.33","8.98","2.98","4.91","0.9","12917"
"Tommy Milone","Mariners","1","2","0","0","4.92","5","5","32.0","34","17","6","27","8","1.33","7.69","2.22","4.91","0.3","7608"
"Clay Buchholz","Blue Jays","0","0","0","0","4.92","1","1","8.0","9","4","1","6","2","1.39","6.36","2.72","4.91","0.1","3543"
"Joe Harvey","Yankees","0","0","0","0","4.75","0","7","7.0","6","4","1","7","4","1.47","9.50","4.82","4.91","0.0","16459"
"Victor Alcantara","Tigers","1","2","0","5","4.88","0","26","26.0","28","14","4","19","11","1.50","6.47","3.71","4.91","0.0","15028"
"James Pazos","Rockies","0","0","0","0","4.88","0","2","2.0","2","1","0","2","1","1.50","7.84","4.24","4.92","0.0","13323"
"Sean Reid-Foley","Blue Jays","3","4","0","0","4.96","7","18","52.0","51","29","8","52","26","1.49","8.93","4.54","4.92","0.3","17034"
"Jhoulys Chacin","Brewers","4","5","0","0","4.81","13","13","72.0","74","39","11","61","29","1.43","7.59","3.63","4.92","0.7","2608"
"Brock Stewart","Dodgers","0","0","0","0","4.82","1","5","8.0","9","4","1","7","3","1.38","7.78","3.12","4.92","0.0","16727"
"Nick Margevicius","Padres","0","1","0","0","4.79","1","1","8.0","9","4","1","6","2","1.37","6.58","2.63","4.92","0.0","20395"
"Felix Pena","Angels","3","4","0","0","4.90","11","16","70.0","72","38","12","66","27","1.41","8.45","3.48","4.92","0.5","13403"
"Chase Anderson","Brewers","3","4","0","0","4.61","10","12","60.0","60","31","11","55","20","1.34","8.21","3.08","4.93","0.5","6895"
"Josh D. Smith","Indians","0","1","0","0","4.86","0","9","9.0","9","5","1","9","5","1.52","8.73","4.85","4.93","0.0","13629"
"Antonio Senzatela","Rockies","4","5","0","0","5.11","13","13","76.0","84","43","11","56","30","1.50","6.60","3.51","4.93","0.7","15488"
"Austin Adams","Tigers","0","0","0","0","4.96","0","2","2.0","2","1","0","2","1","1.53","8.04","4.59","4.93","0.0","7411"
"Homer Bailey","Royals","3","5","0","0","4.95","11","11","66.0","71","36","11","51","23","1.41","6.90","3.09","4.94","0.5","8362"
"Jake Newberry","Royals","1","1","0","1","4.87","0","15","15.0","16","8","2","12","7","1.47","7.21","3.83","4.94","0.0","15136"
"Tim Collins","Cubs","0","0","0","0","4.90","0","2","2.0","2","1","0","2","1","1.57","8.61","5.28","4.94","0.0","3164"
"Jarlin Garcia","Marlins","1","1","0","2","4.75","0","16","16.0","17","8","2","12","6","1.42","6.74","3.36","4.95","0.0","18282"
"Justus Sheffield","Mariners","1","1","0","0","4.79","2","2","12.0","12","6","2","10","6","1.54","7.74","4.87","4.95","0.1","17285"
"Yefry Ramirez","Pirates","0","0","0","0","4.95","0","2","2.0","2","1","0","2","1","1.44","8.95","4.11","4.95","0.0","15655"
"Michael Shawaryn","Red Sox","0","0","0","0","4.99","0","4","4.0","5","2","1","4","2","1.41","8.08","3.27","4.95","0.0","19495"
"Miguel Castro","Orioles","1","1","0","5","4.80","0","27","27.0","27","14","3","21","14","1.51","7.10","4.62","4.95","0.1","15684"
"Justin Shafer","Blue Jays","0","0","0","0","4.94","0","4","4.0","4","2","1","4","2","1.53","7.29","4.55","4.96","0.0","16132"
"Addison Reed","","1","1","0","0","4.95","0","20","20.0","21","11","4","17","6","1.36","7.61","2.72","4.96","-0.1","10586"
"Jordan Romano","Blue Jays","1","1","0","1","4.79","0","15","15.0","15","8","3","14","6","1.35","8.49","3.55","4.96","0.0","16122"
"Grant Holmes","Athletics","0","0","0","0","4.83","1","3","6.0","6","3","1","5","3","1.47","7.39","4.10","4.97","0.0","sa828669"
"Tony Gonsolin","Dodgers","0","0","0","0","4.79","1","1","8.0","8","4","1","7","3","1.42","8.26","3.70","4.98","0.0","19388"
"Julio Teheran","Braves","4","5","0","0","4.76","13","13","78.0","76","41","13","71","34","1.41","8.13","3.93","4.98","0.4","6797"
"Brady Rodgers","Astros","0","0","0","0","4.87","0","2","2.0","2","1","0","2","1","1.38","6.69","2.60","4.99","0.0","13393"
"Dillon Peters","Angels","1","1","0","0","4.86","3","3","16.0","18","9","2","11","6","1.46","6.25","3.17","4.99","0.1","18790"
"Thyago Vieira","White Sox","1","1","0","0","4.95","0","14","14.0","14","8","2","13","8","1.53","8.44","5.13","4.99","0.0","14510"
"Jake Barrett","Yankees","0","0","0","0","4.86","0","2","2.0","2","1","0","2","1","1.48","9.47","4.74","5.00","0.0","13322"
"Wei-Chung Wang","Athletics","0","1","0","0","4.86","0","9","9.0","9","5","1","6","3","1.44","6.62","3.23","5.01","0.0","14382"
"Jesse Biddle","Rangers","1","1","0","6","4.97","0","24","24.0","25","14","3","23","14","1.58","8.40","5.10","5.01","0.0","11437"
"Ryan Borucki","Blue Jays","2","2","0","0","5.01","6","6","32.0","35","18","5","25","12","1.45","6.81","3.35","5.02","0.2","16350"
"Rico Garcia","Rockies","1","1","0","0","5.13","2","2","12.0","13","7","2","11","5","1.44","8.03","3.54","5.02","0.1","sa918679"
"Tyler Chatwood","Cubs","2","2","0","0","4.84","4","15","32.0","31","17","4","28","20","1.60","7.88","5.76","5.02","0.1","4338"
"Devin Smeltzer","Twins","1","1","0","0","5.02","4","4","21.0","24","12","4","16","6","1.41","6.89","2.54","5.02","0.2","19487"
"Junior Fernandez","Cardinals","0","0","0","0","4.82","0","5","5.0","5","2","1","4","2","1.53","7.92","4.84","5.02","0.0","sa831812"
"Trevor Kelley","Red Sox","0","0","0","0","5.15","0","7","7.0","7","4","1","5","3","1.48","6.63","3.53","5.02","0.0","18454"
"Clayton Richard","Blue Jays","3","5","0","0","5.09","12","12","69.0","80","39","10","44","25","1.53","5.76","3.22","5.02","0.6","3551"
"Jordan Zimmermann","Tigers","4","6","0","0","5.11","14","14","79.0","90","45","15","56","20","1.39","6.39","2.28","5.02","0.8","4505"
"Burch Smith","Brewers","0","1","0","0","5.10","0","9","9.0","9","5","2","9","4","1.49","9.46","4.56","5.03","0.0","12784"
"Phillips Valdez","Rangers","1","1","0","0","5.04","0","16","16.0","17","9","2","11","6","1.53","6.36","3.71","5.03","0.0","15605"
"Jacob Nix","Padres","0","0","0","0","5.00","1","1","4.0","4","2","1","3","1","1.40","6.39","2.63","5.03","0.0","17775"
"Kyle Zimmer","Royals","0","0","0","0","5.05","0","9","9.0","9","5","1","8","5","1.57","8.25","5.07","5.04","0.0","14169"
"Matt Hall","Tigers","0","1","0","0","4.91","2","2","9.0","9","5","1","7","4","1.49","7.55","4.16","5.04","0.1","18076"
"Adrian Sampson","Rangers","3","5","0","0","5.19","12","12","70.0","81","40","13","49","16","1.40","6.30","2.11","5.04","0.7","13339"
"Tyler Thornburg","Red Sox","1","1","0","0","5.01","0","11","11.0","11","6","2","11","5","1.45","8.75","4.26","5.05","0.0","10688"
