"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Brandon Dixon","Tigers","42","175","163","39","8","1","6","19","22","9","54","2","3","1",".240",".286",".420",".706",".296","0.3","0.1","0.0","15214"
"Delino DeShields","Rangers","20","85","73","18","3","0","1","11","6","9","20","1","4","1",".242",".328",".343",".671",".296","-0.1","0.5","0.1","11379"
"Dustin Fowler","Athletics","10","42","39","10","2","1","1","5","5","2","10","0","1","0",".252",".288",".418",".706",".296","-0.1","0.0","0.0","17098"
"Jose Iglesias","Reds","45","188","175","47","10","1","3","19","19","9","24","2","3","2",".269",".310",".384",".694",".296","1.6","-0.2","0.4","10231"
"Daniel Descalso","Cubs","4","16","14","3","1","0","0","2","2","2","4","0","0","0",".217",".320",".355",".676",".295","-0.1","0.0","0.0","8392"
"Brandon Drury","Blue Jays","26","111","101","24","6","0","3","12","12","8","27","1","0","0",".240",".296",".398",".695",".295","-0.2","-0.1","0.1","11615"
"Yan Gomes","Nationals","21","87","79","18","4","0","3","9","11","6","22","1","0","0",".235",".301",".395",".696",".295","0.6","0.0","0.3","9627"
"Aristides Aquino","Reds","27","112","104","24","4","1","5","13","15","7","34","1","1","1",".228",".278",".430",".707",".295","0.1","-0.1","-0.1","15482"
"Austin Barnes","Dodgers","4","18","15","3","1","0","0","2","2","2","4","0","0","0",".227",".323",".356",".679",".294","0.0","0.0","0.1","12158"
"Starlin Castro","Marlins","18","76","71","19","3","0","2","7","8","4","14","0","0","0",".263",".302",".393",".696",".294","-0.2","-0.1","0.1","4579"
"Freddy Galvis","Blue Jays","38","161","150","38","8","1","4","17","18","9","35","1","2","1",".252",".297",".401",".697",".294","0.8","0.1","0.3","6609"
"Domingo Leyba","Diamondbacks","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".251",".304",".384",".688",".294","0.0","0.0","0.0","16404"
"Elias Diaz","Pirates","24","99","91","24","5","0","2","10","10","6","17","0","0","0",".262",".311",".373",".684",".294","0.0","-0.1","0.1","11680"
"Alex Blandino","Reds","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".227",".318",".354",".672",".294","0.0","0.0","0.0","16271"
"Matt Wieters","Cardinals","18","75","68","16","3","0","3","7","9","6","16","1","0","0",".235",".300",".392",".692",".294","0.3","-0.2","0.1","4298"
"Sam Travis","Red Sox","3","14","12","3","1","0","0","1","1","1","3","0","0","0",".250",".307",".377",".684",".294","0.0","0.0","0.0","16263"
"Jason Martin","Pirates","4","15","13","3","1","0","0","2","2","1","3","0","0","0",".248",".298",".396",".694",".294","-0.1","0.0","0.0","16429"
"Bryce Brentz","Red Sox","1","4","4","1","0","0","0","0","1","0","1","0","0","0",".224",".284",".413",".697",".294","0.0","0.0","0.0","10607"
"Ian Kinsler","Padres","7","28","26","6","1","0","1","3","3","2","4","0","1","0",".239",".303",".381",".684",".294","0.1","0.0","0.0","6195"
"Luis Rengifo","Angels","27","114","102","25","5","1","2","13","10","10","22","1","3","2",".244",".313",".366",".679",".294","-0.3","-0.1","0.2","19858"
"Tony Wolters","Rockies","26","110","96","24","5","1","1","11","11","10","20","1","1","0",".250",".329",".352",".681",".294","1.2","0.0","0.2","11470"
"Mallex Smith","Mariners","43","181","162","41","7","2","2","21","13","14","40","2","13","4",".251",".317",".360",".676",".294","-0.2","1.3","0.2","13608"
"Jake Marisnick","Astros","18","75","68","15","3","0","3","10","9","4","24","1","2","1",".226",".285",".411",".696",".294","0.4","0.2","0.2","11339"
"Danny Mendick","White Sox","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".237",".308",".372",".680",".294","0.0","0.0","0.0","sa875320"
"Jorge Bonifacio","Royals","4","18","16","4","1","0","0","2","2","1","5","0","0","0",".235",".300",".388",".688",".293","0.0","0.0","0.0","12174"
"Andrew Knizner","Cardinals","4","15","14","4","1","0","0","2","2","1","2","0","0","0",".258",".310",".374",".683",".293","0.1","0.0","0.0","19514"
"Mike Yastrzemski","Giants","31","131","118","27","6","1","3","15","14","11","34","1","1","1",".233",".300",".391",".691",".293","1.0","0.0","0.1","14854"
"James McCann","White Sox","32","133","122","30","5","0","4","13","14","9","37","1","1","0",".245",".300",".385",".685",".293","1.0","-0.4","0.3","12859"
"Taylor Ward","Angels","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".233",".310",".367",".677",".293","0.0","0.0","0.0","17548"
"Leury Garcia","White Sox","43","180","167","45","7","1","3","22","16","7","42","2","5","2",".267",".305",".379",".684",".293","0.6","0.3","0.3","5913"
"Pedro Severino","Orioles","22","93","84","20","3","0","3","9","10","7","19","1","1","0",".242",".302",".383",".686",".293","0.1","-0.1","0.2","14523"
"Gorkys Hernandez","Red Sox","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".239",".305",".376",".681",".293","0.0","0.0","0.0","4146"
"Jordy Mercer","Tigers","41","173","156","39","8","1","4","17","17","13","31","2","1","0",".249",".311",".383",".694",".292","-1.3","0.0","0.2","6547"
"Ronny Rodriguez","Tigers","10","41","39","10","2","0","1","4","5","2","9","0","1","0",".251",".281",".418",".699",".292","-0.1","0.0","0.0","11875"
"Ryan Lavarnway","Reds","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".228",".304",".373",".677",".292","0.0","0.0","0.0","8879"
"Ke'Bryan Hayes","Pirates","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".250",".310",".367",".677",".292","0.0","0.0","0.0","sa874730"
"Jace Peterson","Orioles","15","64","56","13","2","0","1","6","6","7","13","0","2","1",".234",".320",".349",".669",".292","-0.2","0.0","0.1","12325"
"Ronald Torreyes","Twins","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".268",".301",".385",".686",".292","0.0","0.0","0.0","11400"
"Matt Thaiss","Angels","29","120","108","26","5","1","3","13","13","9","27","1","1","1",".236",".300",".383",".683",".292","-0.2","-0.1","0.1","19318"
"Jarrett Parker","Angels","1","6","5","1","0","0","0","1","1","1","2","0","0","0",".211",".298",".385",".683",".292","0.0","0.0","0.0","11624"
"Guillermo Heredia","Rays","8","32","28","7","1","0","0","3","3","3","6","1","0","0",".244",".321",".345",".665",".292","-0.1","0.0","0.0","18721"
"Pablo Reyes","Pirates","8","32","29","7","1","0","1","3","3","2","6","0","1","0",".249",".303",".379",".682",".292","0.1","0.0","0.0","16357"
"Yairo Munoz","Cardinals","14","57","52","13","3","0","1","6","6","3","11","0","1","1",".256",".303",".386",".689",".292","-0.2","0.0","0.0","16313"
"Harold Ramirez","Marlins","35","148","138","36","7","1","3","15","15","7","29","2","2","1",".260",".302",".383",".685",".291","-0.5","0.1","-0.1","14387"
"Joey Rickard","Giants","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".237",".309",".367",".676",".291","0.0","0.0","0.0","13277"
"Deivy Grullon","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".232",".280",".413",".693",".291","0.0","0.0","0.0","sa739661"
"Donovan Solano","Giants","13","56","52","14","3","0","1","5","5","2","9","0","0","0",".271",".306",".374",".680",".291","-0.1","0.0","0.0","8623"
"Kevin Pillar","Giants","42","175","164","42","10","0","4","19","19","7","28","2","4","1",".255",".291",".399",".690",".291","1.4","0.5","0.3","12434"
"Josh Phegley","Athletics","13","55","50","12","3","0","2","6","7","3","11","1","0","0",".234",".286",".402",".688",".291","0.0","-0.1","0.1","9308"
"Austin Romine","Yankees","13","55","51","12","2","0","2","6","7","3","12","0","0","0",".245",".289",".398",".687",".291","0.0","0.0","0.2","5491"
"Kevin Kramer","Pirates","4","15","13","3","1","0","0","2","1","1","4","0","0","0",".245",".303",".375",".678",".291","0.0","0.0","0.0","17689"
"Bradley Zimmer","Indians","4","15","13","3","1","0","0","2","2","1","5","0","1","0",".229",".300",".377",".677",".290","0.1","0.1","0.0","16221"
"Welington Castillo","White Sox","10","43","39","9","2","0","2","4","5","3","12","0","0","0",".230",".288",".397",".684",".290","-0.1","-0.1","0.0","3256"
"Matt Skole","White Sox","12","49","43","9","2","0","2","5","5","5","15","0","0","0",".208",".300",".374",".674",".290","0.0","0.0","0.0","12119"
"Jared Walsh","Angels","2","8","7","2","0","0","0","1","1","1","3","0","0","0",".228",".288",".397",".686",".290","0.0","0.0","0.0","18607"
"Rio Ruiz","Orioles","8","35","32","8","1","0","1","4","4","3","8","0","0","0",".240",".305",".370",".675",".290","0.2","0.0","0.0","14103"
"Lane Thomas","Cardinals","10","41","37","9","1","0","1","4","5","3","11","0","1","1",".234",".293",".386",".679",".290","0.1","-0.1","0.0","16939"
"Josh Harrison","Tigers","11","48","44","11","2","0","1","5","4","2","8","1","1","0",".251",".300",".377",".677",".289","0.0","0.1","0.1","8202"
"Mikie Mahtook","Tigers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".230",".291",".390",".681",".289","0.0","0.0","0.0","13130"
"Charlie Culberson","Braves","7","31","28","7","1","0","1","3","3","2","8","0","0","0",".249",".293",".394",".687",".289","0.1","0.0","0.0","3298"
"Tim Federowicz","Rangers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".234",".293",".386",".679",".289","0.0","0.0","0.0","8609"
"Eli White","Rangers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".243",".305",".364",".669",".289","0.0","0.0","0.0","sa738478"
"Isiah Kiner-Falefa","Rangers","36","151","136","34","7","1","2","16","13","11","27","2","2","1",".252",".316",".346",".662",".289","-0.6","-0.1","-0.1","16512"
"Hernan Perez","Brewers","1","6","6","1","0","0","0","1","1","0","1","0","0","0",".250",".287",".398",".685",".289","0.0","0.0","0.0","5751"
"Luis Barrera","Athletics","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".255",".297",".383",".679",".288","0.0","0.0","0.0","sa736690"
"Nicky Lopez","Royals","41","171","155","40","6","1","2","18","13","12","20","1","3","1",".259",".315",".348",".662",".288","0.9","-0.1","0.2","19339"
"Austin Allen","Padres","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".238",".292",".391",".684",".288","0.0","0.0","0.0","18083"
"Chris Shaw","Giants","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".232",".285",".393",".678",".287","0.0","0.0","0.0","17738"
"Carlos Gomez","","30","126","112","25","5","0","4","13","13","8","36","4","4","1",".220",".294",".372",".666",".287","0.5","0.1","0.0","4881"
"Dee Gordon","Mariners","38","161","151","42","5","2","1","18","12","5","24","2","9","3",".279",".308",".360",".668",".287","-0.7","0.9","0.3","8203"
"Yolmer Sanchez","White Sox","42","178","161","39","7","2","3","18","16","12","39","2","3","2",".244",".302",".365",".667",".287","0.9","-0.1","0.3","11602"
"Edwin Rios","Dodgers","1","6","5","1","0","0","0","1","1","0","2","0","0","0",".231",".281",".403",".684",".287","0.0","0.0","0.0","18316"
"Chris Davis","Orioles","21","87","76","15","3","0","4","9","11","9","33","1","0","0",".197",".290",".382",".672",".287","0.1","0.0","-0.1","9272"
"Joey Curletta","Red Sox","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".225",".298",".371",".669",".287","0.0","0.0","0.0","sa658025"
"Jake Rogers","","27","115","103","23","5","0","3","13","12","9","30","1","1","0",".227",".295",".376",".671",".287","0.0","0.0","0.3","sa389703"
"Dwight Smith","","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".227",".295",".376",".671",".287","0.0","0.0","0.0","1012125"
"Sean Murphy","","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".227",".295",".376",".671",".287","0.0","0.0","0.0","sa549877"
"Jon Berti","Marlins","12","49","44","11","2","0","1","5","4","4","11","1","2","1",".240",".306",".354",".660",".287","-0.1","0.1","0.1","12037"
"Joey Wendle","Rays","18","76","70","17","4","0","1","8","7","4","15","1","2","1",".251",".300",".370",".671",".286","0.6","0.1","0.2","13853"
"Travis Jankowski","Padres","24","99","87","21","4","0","1","10","7","9","22","1","4","1",".244",".319",".329",".648",".286","0.0","0.4","0.0","13768"
"Jon Jay","White Sox","41","171","155","40","7","1","1","18","12","10","32","4","1","1",".258",".317",".336",".653",".286","0.0","-0.1","-0.2","5227"
"Pat Valaika","Rockies","4","15","13","3","1","0","1","2","2","1","4","0","0","0",".233",".276",".403",".679",".286","0.0","0.0","0.0","14885"
"Cedric Mullins II","Orioles","24","102","93","22","4","1","2","12","10","7","19","1","3","1",".238",".292",".378",".671",".286","-0.3","0.3","0.1","17929"
"Shed Long","Mariners","3","12","11","2","0","0","0","1","1","1","3","0","0","0",".231",".298",".366",".664",".286","0.0","0.0","0.0","16542"
"Myles Straw","Astros","2","8","7","2","0","0","0","1","1","1","2","0","1","0",".250",".328",".315",".643",".286","0.0","0.0","0.0","17620"
"Kyle Higashioka","Yankees","3","11","10","2","1","0","0","1","2","1","3","0","0","0",".222",".273",".408",".681",".286","-0.1","0.0","0.0","5517"
"Nick Gordon","Twins","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".258",".298",".369",".667",".286","0.0","0.0","0.0","sa828662"
"Greg Allen","Indians","15","64","58","14","3","1","1","7","6","4","14","2","3","1",".243",".308",".349",".657",".285","-0.1","0.1","0.0","16623"
"JaCoby Jones","Tigers","45","188","170","38","8","2","5","21","17","13","58","3","5","2",".224",".288",".384",".672",".285","-0.5","0.4","0.1","14818"
"Orlando Arcia","Brewers","43","179","164","40","7","1","4","18","18","12","37","1","4","2",".246",".299",".374",".673",".285","-0.1","0.1","0.1","13185"
"Tommy Edman","Cardinals","13","54","49","12","2","1","1","6","5","3","10","0","2","0",".252",".299",".366",".665",".285","0.0","0.2","0.0","19470"
"Zack Collins","White Sox","4","16","13","3","1","0","0","2","2","2","6","0","0","0",".186",".307",".340",".647",".285","-0.1","0.0","0.0","19181"
"Sean Rodriguez","Phillies","5","23","21","4","1","0","1","3","3","2","8","0","0","0",".203",".286",".380",".666",".285","0.0","0.0","0.0","6589"
"Steven Duggar","Giants","29","120","108","26","6","1","2","12","10","10","33","1","2","1",".242",".305",".354",".659",".285","0.1","0.0","-0.1","17719"
"Drew Butera","Rockies","1","6","5","1","0","0","0","1","1","0","1","0","0","0",".234",".297",".366",".663",".285","-0.1","0.0","0.0","3411"
"Christian Arroyo","Indians","2","10","10","2","1","0","0","1","1","1","2","0","0","0",".243",".293",".375",".668",".284","0.0","0.0","0.0","16434"
"Troy Stokes Jr.","Brewers","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".216",".291",".371",".662",".284","0.0","0.0","0.0","sa828871"
"Andrew Susac","Royals","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".214",".297",".360",".658",".284","0.0","0.0","0.0","13132"
"Mike Zunino","Rays","21","89","80","16","4","0","4","10","11","7","31","1","0","0",".202",".273",".398",".671",".284","0.2","-0.1","0.3","13265"
"Gordon Beckham","Tigers","10","41","37","9","2","0","1","4","4","3","8","1","0","0",".232",".296",".363",".659",".284","0.1","0.0","0.0","9015"
"Brett Phillips","Royals","1","6","5","1","0","0","0","1","1","1","2","0","0","0",".212",".294",".369",".664",".284","0.1","0.0","0.0","14735"
"Isan Diaz","Marlins","41","174","153","33","6","1","5","19","17","17","50","1","3","1",".214",".297",".361",".658",".284","-0.3","0.1","0.1","17922"
"Roman Quinn","Phillies","19","78","70","16","3","1","2","8","7","6","21","1","5","1",".232",".297",".361",".658",".283","-0.4","0.4","0.0","13546"
"Spencer Kieboom","Nationals","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".236",".307",".341",".648",".283","0.0","0.0","0.0","13300"
"Andrew Knapp","Phillies","6","27","23","5","1","0","1","3","2","3","8","0","0","0",".214",".308",".341",".649",".283","-0.2","0.0","0.0","14942"
"Taylor Davis","Cubs","1","6","5","1","0","0","0","1","1","0","1","0","0","0",".241",".303",".348",".651",".283","-0.1","0.0","0.0","12782"
"Mitch Walding","Phillies","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".191",".293",".356",".649",".282","0.0","0.0","0.0","13006"
"Austin Jackson","","17","70","63","15","3","0","1","7","6","5","20","0","1","0",".241",".303",".351",".654",".282","-1.1","0.1","-0.1","9848"
"Tzu-Wei Lin","Red Sox","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".246",".302",".352",".654",".282","0.0","0.0","0.0","14678"
"Dustin Peterson","Tigers","3","11","10","2","1","0","0","1","1","1","3","0","0","0",".239",".289",".369",".658",".282","0.1","0.0","0.0","15189"
"Aaron Altherr","Mets","5","19","16","3","1","0","1","2","2","2","6","0","0","0",".204",".289",".365",".654",".282","0.0","0.0","0.0","11270"
"Thairo Estrada","Yankees","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".252",".294",".362",".656",".282","0.0","0.0","0.0","16426"
"Martin Prado","Marlins","15","62","57","15","3","0","1","6","6","4","9","0","0","0",".258",".302",".351",".653",".281","0.4","-0.2","0.0","3312"
"Mauricio Dubon","Giants","6","24","23","6","1","0","0","2","2","1","4","0","1","0",".253",".291",".370",".660",".281","0.1","0.0","0.0","16530"
"Chris Herrmann","Athletics","19","80","70","15","3","1","2","9","8","9","23","0","0","0",".211",".299",".348",".647",".281","0.2","0.1","0.1","9284"
"Michael A. Taylor","Nationals","3","12","11","3","1","0","0","1","1","1","4","0","1","0",".231",".289",".372",".661",".281","0.0","0.1","0.0","11489"
"Bryan Holaday","Marlins","9","39","35","8","2","0","1","3","4","3","7","1","0","0",".239",".299",".360",".659",".281","0.3","-0.1","0.1","11287"
"Kyle Farmer","Reds","9","37","34","8","2","0","1","4","4","2","8","0","0","0",".239",".287",".373",".661",".281","-0.1","0.0","0.0","14813"
"Jose Rondon","Orioles","3","12","12","3","0","0","0","1","1","1","3","0","0","0",".236",".281",".380",".661",".281","0.0","0.0","0.0","14140"
"Willi Castro","Tigers","4","15","14","3","1","0","0","1","1","1","3","0","0","0",".248",".294",".361",".655",".280","0.0","0.0","0.0","sa830274"
"Jacob Stallings","Pirates","20","83","77","19","4","0","1","8","8","5","17","1","0","0",".249",".300",".364",".663",".280","0.7","-0.1","0.2","13723"
"Zach Green","Giants","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".212",".277",".381",".658",".280","0.0","0.0","0.0","14973"
"Drew Robinson","Cardinals","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".203",".288",".364",".652",".280","0.0","0.0","0.0","11761"
"Phil Gosselin","Phillies","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".240",".295",".354",".649",".280","0.0","0.0","0.0","10953"
"Austin Nola","Mariners","33","139","125","30","6","0","2","13","12","10","28","2","1","0",".238",".302",".343",".645",".279","0.6","0.0","-0.1","15941"
"Raudy Read","Nationals","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".241",".280",".382",".662",".279","0.0","0.0","0.0","15766"
"Kelvin Gutierrez","Royals","9","38","35","9","1","0","1","4","4","2","10","0","1","0",".244",".293",".357",".649",".279","0.1","0.0","0.0","17468"
"Jorge Alfaro","Marlins","32","136","126","30","5","1","4","12","14","6","46","3","1","1",".237",".283",".375",".658",".279","-0.1","-0.2","0.3","12180"
"Wilmer Difo","Nationals","1","6","6","1","0","0","0","1","1","0","1","0","0","0",".245",".304",".350",".653",".279","0.0","0.0","0.0","14320"
"Luis Guillorme","Mets","5","20","18","4","1","0","0","2","2","2","3","0","0","0",".243",".312",".319",".630",".278","0.0","0.0","0.0","16451"
"Erick Mejia","Royals","1","6","5","1","0","0","0","1","1","0","1","0","0","0",".248",".299",".346",".645",".278","0.0","0.0","0.0","sa694960"
"Cam Gallagher","Royals","17","73","66","16","3","0","1","7","7","5","12","1","0","0",".238",".297",".346",".643",".278","0.2","-0.1","0.2","12981"
"Garrett Stubbs","Astros","3","11","10","2","0","0","0","1","1","1","2","0","0","0",".230",".301",".336",".637",".278","0.1","0.0","0.0","18067"
"Mike Freeman","Indians","7","31","28","7","1","0","0","3","3","2","8","0","0","0",".241",".303",".336",".640",".278","0.0","0.0","0.0","11241"
"Jack Mayfield","Astros","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".227",".275",".380",".654",".278","0.0","0.0","0.0","15402"
"Erik Kratz","Yankees","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".223",".282",".365",".647",".278","0.0","0.0","0.0","4403"
"Tom Murphy","Mariners","13","56","52","11","3","0","2","5","7","3","21","0","0","0",".214",".260",".404",".665",".277","-0.1","0.0","0.1","13499"
"Reese McGuire","Blue Jays","9","39","35","8","2","0","1","4","4","3","9","0","0","0",".227",".289",".354",".643",".277","0.0","0.0","0.1","15674"
"Austin Wynns","Orioles","4","15","14","3","1","0","0","2","1","1","3","0","0","0",".238",".293",".346",".639",".277","0.0","0.0","0.0","15271"
"Daz Cameron","Tigers","4","15","14","3","1","0","0","1","1","1","4","0","0","0",".221",".290",".350",".640",".277","0.0","0.0","0.0","sa874736"
"Cole Tucker","Pirates","5","21","19","4","1","0","0","2","2","2","5","0","1","0",".236",".297",".346",".642",".277","0.1","0.0","0.0","17326"
"Jonathan Davis","Blue Jays","1","4","3","1","0","0","0","0","0","0","1","0","0","0",".219",".292",".344",".637",".277","0.0","0.0","0.0","15104"
"Dustin Garneau","Athletics","9","38","34","7","2","0","1","4","4","3","9","1","0","0",".211",".284",".357",".641",".277","0.0","-0.1","0.0","9433"
"Dylan Moore","Mariners","20","85","77","17","4","1","2","9","8","6","21","2","3","1",".218",".290",".351",".641",".277","0.4","0.0","0.0","18042"
"Andrew Stevenson","Nationals","9","36","32","8","1","0","0","4","3","2","9","0","1","0",".245",".301",".335",".636",".276","0.0","0.0","-0.1","17932"
"Austin Hedges","Padres","21","89","82","18","3","0","3","8","11","5","26","1","1","0",".216",".269",".390",".658",".276","0.5","0.0","0.5","12976"
"John Hicks","Tigers","15","62","58","13","3","0","2","6","6","3","17","0","0","0",".233",".276",".373",".649",".276","0.1","-0.1","0.0","12547"
"Nick Hundley","","23","96","89","20","4","1","3","9","10","6","27","1","0","0",".223",".271",".386",".657",".276","-1.1","-0.3","-0.1","3376"
"Michael Perez","Rays","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".228",".287",".353",".640",".276","0.0","0.0","0.0","12977"
"Tyler Wade","Yankees","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".230",".297",".336",".633",".275","0.0","0.0","0.0","15730"
"Jorge Mateo","Athletics","3","12","11","3","0","0","0","1","1","1","3","0","0","0",".237",".276",".374",".650",".275","0.0","0.0","0.0","sa657910"
"Dawel Lugo","Tigers","10","43","41","11","2","0","1","4","4","1","7","0","0","0",".256",".281",".365",".647",".274","-0.1","0.0","0.0","14713"
"Beau Taylor","Athletics","1","5","5","1","0","0","0","1","0","1","2","0","0","0",".211",".303",".319",".622",".274","0.0","0.0","0.0","12384"
"Michael Hermosillo","Angels","3","12","11","2","0","0","0","1","1","1","4","0","0","0",".215",".289",".344",".632",".274","0.0","0.0","0.0","16285"
"J.T. Riddle","Marlins","8","33","31","7","1","0","1","3","3","2","7","0","0","0",".236",".278",".372",".650",".274","0.0","0.0","0.0","17642"
"Yu-Cheng Chang","Indians","1","6","6","1","0","0","0","1","1","0","2","0","0","0",".216",".282",".356",".638",".274","0.0","0.0","0.0","14773"
"Martin Maldonado","Astros","14","58","52","11","2","0","2","6","6","4","14","1","0","0",".216",".283",".355",".637",".274","0.5","-0.1","0.2","6887"
"Tyler Saladino","Brewers","10","41","37","8","1","0","1","4","4","3","11","0","1","0",".219",".284",".348",".632",".273","0.0","0.1","0.0","10807"
"Raffy Lopez","Braves","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".217",".287",".355",".642",".273","0.0","0.0","0.0","12606"
"Lewis Brinson","Marlins","38","161","148","33","6","1","4","15","17","9","46","2","3","1",".221",".273",".371",".644",".273","0.7","0.1","0.0","14352"
"Ryan Goins","White Sox","18","74","67","15","3","0","1","7","7","6","19","0","1","0",".226",".290",".342",".632",".273","0.0","-0.1","0.0","9807"
"Rene Rivera","Mets","3","13","12","3","0","0","1","1","2","1","4","0","0","0",".213",".265",".381",".645",".273","0.1","0.0","0.0","3648"
"Skye Bolt","Athletics","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".215",".281",".352",".633",".272","0.0","0.0","0.0","17723"
"Victor Reyes","Tigers","15","63","59","15","2","1","1","7","5","3","12","0","2","1",".253",".286",".351",".637",".272","0.3","0.0","-0.1","15487"
"Max Stassi","Angels","26","108","96","20","4","0","3","11","11","9","34","2","0","0",".205",".281",".346",".627",".272","-0.5","-0.1","0.5","10059"
"Adrian Sanchez","Nationals","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".251",".287",".349",".636",".272","0.0","0.0","0.0","11338"
"Rob Brantly","Phillies","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".233",".280",".355",".635",".271","0.0","0.0","0.0","10655"
"Abiatal Avelino","Giants","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".243",".279",".358",".638",".271","0.0","0.0","0.0","15496"
"Sergio Alcantara","Tigers","0","2","2","0","0","0","0","0","0","0","0","0","0","0",".240",".304",".309",".613",".271","0.0","0.0","0.0","sa739641"
"Meibrys Viloria","Royals","20","85","78","18","4","0","1","8","8","5","20","1","0","0",".233",".287",".338",".625",".271","0.6","0.0","0.1","17109"
"Chad Wallach","Marlins","3","14","12","3","1","0","0","1","1","1","4","0","0","0",".210",".285",".336",".621",".271","0.0","0.0","0.0","17161"
"Monte Harrison","Marlins","4","17","15","3","1","0","0","2","2","1","6","0","1","0",".216",".275",".355",".630",".270","0.0","0.0","0.0","sa828691"
"Steve Wilkerson","Orioles","17","71","65","15","3","0","1","7","6","4","20","1","1","1",".229",".282",".347",".629",".270","-0.1","-0.1","-0.1","16041"
"Jacob Nottingham","Brewers","1","5","5","1","0","0","0","1","1","0","2","0","0","0",".205",".275",".354",".630",".270","0.0","0.0","0.0","16448"
"Erik Gonzalez","Pirates","19","81","76","18","4","1","1","8","7","4","21","0","2","1",".243",".281",".359",".640",".270","-0.1","0.1","-0.1","13369"
"Peter O'Brien","Marlins","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".191",".262",".378",".640",".270","0.0","0.0","0.0","13288"
"Keon Broxton","Mariners","22","93","83","17","3","1","3","10","9","8","38","1","5","1",".200",".276",".348",".624",".270","0.2","0.3","0.0","9253"
"Keon Broxton","Mariners","1","4","4","1","0","0","0","0","0","0","2","0","0","0",".200",".276",".348",".624",".270","0.0","0.0","0.0","9253"
"Andrew Velazquez","Indians","1","4","4","1","0","0","0","0","0","0","1","0","0","0",".228",".275",".355",".630",".269","0.0","0.0","0.0","14196"
"Adeiny Hechavarria","Mets","17","70","66","16","3","0","1","7","7","4","13","0","1","0",".241",".282",".350",".633",".269","0.3","0.0","0.0","10459"
"Billy Hamilton","Royals","26","109","99","23","4","1","1","13","7","9","24","0","8","2",".235",".295",".321",".616",".269","1.5","1.1","0.2","10199"
"Alex Jackson","Braves","2","7","7","1","0","0","0","1","1","0","2","0","0","0",".202",".266",".370",".637",".269","0.0","0.0","0.0","17276"
"Tim Lopes","Mariners","5","20","18","4","1","0","0","2","2","1","4","0","1","0",".239",".291",".325",".616",".268","0.1","0.0","0.0","14137"
"Richie Martin Jr.","Orioles","31","129","117","27","4","1","2","12","10","8","30","2","4","2",".227",".287",".331",".618",".268","-0.6","0.0","-0.1","17736"
"Eric Haase","Indians","2","9","9","2","0","0","0","1","1","1","4","0","0","0",".195",".256",".378",".634",".268","0.0","0.0","0.0","14111"
"Wilfredo Tovar","Angels","2","8","8","2","0","0","0","1","1","0","1","0","0","0",".245",".288",".331",".619",".268","0.0","0.0","0.0","10416"
"Ryan Cordell","White Sox","17","72","66","14","3","0","2","7","7","4","22","1","1","0",".218",".270",".357",".626",".268","0.1","0.0","-0.1","15181"
"Kristopher Negron","Dodgers","3","12","11","2","0","0","0","1","1","1","4","0","0","0",".218",".277",".343",".620",".268","0.0","0.0","0.0","5306"
