"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Andy Young","Diamondbacks","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".239",".296",".397",".693",".295","0.0","0.0","0.0","sa919031"
"Jason Martin","Pirates","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".247",".298",".397",".695",".295","-0.1","0.0","0.0","16429"
"Delino DeShields","Rangers","19","78","67","16","3","0","1","10","6","8","18","1","4","1",".240",".328",".340",".667",".295","-0.1","0.5","0.1","11379"
"Brian Goodwin","Angels","20","82","74","17","4","0","2","10","9","6","23","1","1","1",".237",".300",".395",".695",".295","-0.5","0.0","0.0","12858"
"Luis Rengifo","Angels","42","178","160","40","8","2","3","20","17","14","35","2","6","3",".247",".313",".371",".683",".295","-0.5","-0.3","0.3","19858"
"Matt Wieters","Cardinals","22","94","84","20","3","0","3","9","11","8","19","1","0","0",".235",".303",".388",".691",".294","0.4","-0.2","0.1","4298"
"Domingo Leyba","Diamondbacks","3","13","12","3","1","0","0","1","1","1","2","0","0","0",".250",".304",".384",".688",".294","0.0","0.0","0.0","16404"
"Jake Marisnick","Astros","22","93","84","19","4","1","3","12","11","6","29","2","3","1",".226",".286",".411",".697",".294","0.5","0.2","0.3","11339"
"Austin Barnes","Dodgers","34","142","122","28","6","1","3","16","14","16","32","2","2","1",".227",".324",".353",".677",".294","0.0","0.0","0.8","12158"
"Tim Beckham","Mariners","46","192","176","41","9","1","7","21","22","12","55","2","1","1",".234",".289",".406",".695",".294","-0.7","-0.3","0.0","7949"
"Willy Adames","Rays","49","207","186","45","8","1","5","22","20","18","56","1","3","2",".243",".310",".374",".684",".294","-0.7","0.1","0.5","15986"
"Bryce Brentz","Red Sox","1","5","5","1","0","0","0","1","1","0","2","0","0","0",".225",".285",".412",".697",".294","0.0","0.0","0.0","10607"
"Tony Wolters","Rockies","33","137","120","30","6","1","1","14","13","13","26","2","1","0",".250",".330",".354",".684",".294","1.5","0.0","0.3","11470"
"Alex Blandino","Reds","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".227",".318",".355",".673",".294","0.0","0.0","0.0","16271"
"Nick Dini","Royals","10","42","39","10","2","0","1","4","5","2","8","1","1","0",".250",".298",".393",".691",".294","0.0","0.0","0.1","sa875718"
"Deivy Grullon","Phillies","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".234",".281",".419",".700",".294","0.0","0.0","0.0","sa739661"
"Ronald Torreyes","Twins","1","3","2","1","0","0","0","0","0","0","0","0","0","0",".268",".303",".387",".690",".294","0.0","0.0","0.0","11400"
"James McCann","White Sox","39","162","149","36","7","0","5","16","18","10","45","2","1","0",".245",".299",".389",".688",".294","1.3","-0.4","0.4","12859"
"Freddy Galvis","Blue Jays","54","226","209","53","11","1","6","24","24","13","48","1","3","1",".251",".297",".397",".694",".294","0.4","0.2","0.5","6609"
"Will Smith","","4","18","16","4","1","0","1","2","2","1","5","0","0","0",".233",".300",".388",".688",".293","0.0","0.0","0.1","sa199173"
"Dwight Smith","","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".233",".300",".388",".688",".293","0.0","0.0","0.0","1012125"
"Sean Murphy","","3","11","10","2","0","0","0","1","1","1","3","0","0","0",".233",".300",".388",".688",".293","0.0","0.0","0.0","sa549877"
"Jake Rogers","","4","15","14","3","1","0","0","2","2","1","4","0","0","0",".233",".300",".388",".688",".293","0.0","0.0","0.0","sa389703"
"Joey Curletta","Red Sox","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".229",".302",".382",".685",".293","0.0","0.0","0.0","sa658025"
"Ryan Lavarnway","Reds","6","24","22","5","1","0","1","3","3","2","6","0","0","0",".229",".305",".373",".678",".293","-0.1","0.0","0.0","8879"
"Gorkys Hernandez","Red Sox","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".239",".306",".376",".682",".293","0.0","0.0","0.0","4146"
"Ian Kinsler","Padres","4","18","17","4","1","0","0","2","2","1","3","0","0","0",".238",".302",".381",".683",".293","0.2","0.0","0.0","6195"
"Miguel Rojas","Marlins","45","188","171","46","9","0","2","18","16","11","24","2","2","1",".267",".320",".361",".680",".293","1.7","-0.4","0.5","7802"
"Tucker Barnhart","Reds","29","122","108","25","5","0","3","11","12","13","25","1","0","0",".237",".319",".366",".685",".293","1.2","-0.5","0.2","10200"
"Andrew Knizner","Cardinals","5","19","18","5","1","0","0","2","2","1","3","0","0","0",".257",".308",".373",".681",".293","0.1","0.0","0.0","19514"
"Ronny Rodriguez","Tigers","20","83","78","20","4","1","3","9","10","3","18","0","1","1",".251",".281",".417",".698",".292","-0.3","-0.1","0.1","11875"
"Yan Gomes","Nationals","29","123","111","26","5","0","4","12","15","8","31","2","0","0",".235",".298",".391",".689",".292","0.9","-0.1","0.3","9627"
"Brandon Dixon","Tigers","35","149","139","33","7","0","5","16","18","8","46","1","3","1",".239",".283",".413",".696",".292","0.0","0.1","0.0","15214"
"Ke'Bryan Hayes","Pirates","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".250",".310",".367",".677",".292","0.0","0.0","0.0","sa874730"
"Jorge Bonifacio","Royals","5","23","21","5","1","0","1","3","2","2","6","0","0","0",".233",".299",".383",".682",".292","0.0","0.0","0.0","12174"
"Tim Federowicz","Rangers","16","66","60","14","3","0","2","7","7","5","18","0","0","0",".236",".295",".391",".686",".292","-0.2","0.0","0.1","8609"
"Jose Iglesias","Reds","51","214","200","53","11","1","3","21","21","10","28","2","4","2",".267",".307",".375",".682",".291","1.5","-0.2","0.3","10231"
"Danny Mendick","White Sox","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".236",".305",".369",".674",".291","0.0","0.0","0.0","sa875320"
"Josh Phegley","Athletics","24","99","90","21","6","0","3","11","13","6","20","1","0","0",".233",".286",".402",".688",".291","-0.1","-0.1","0.2","9308"
"Leury Garcia","White Sox","52","220","205","54","9","1","4","26","19","10","52","3","6","2",".265",".305",".374",".678",".291","0.6","0.4","0.4","5913"
"Harold Ramirez","Marlins","45","190","177","46","9","0","3","20","19","9","37","3","3","1",".261",".303",".377",".680",".291","-0.5","0.1","0.0","14387"
"Taylor Ward","Angels","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".231",".307",".364",".672",".291","0.0","0.0","0.0","17548"
"Kevin Pillar","Giants","52","219","205","52","13","1","5","23","24","9","35","3","5","2",".254",".291",".398",".689",".291","2.0","0.7","0.3","12434"
"Bradley Zimmer","Indians","15","63","56","13","3","0","2","7","7","5","21","1","2","1",".228",".301",".376",".677",".291","0.3","0.2","0.1","16221"
"Sam Travis","Red Sox","4","18","16","4","1","0","0","2","2","1","4","0","0","0",".246",".303",".372",".675",".291","0.0","0.0","0.0","16263"
"Guillermo Heredia","Rays","13","54","48","12","2","0","1","6","4","4","10","1","0","0",".243",".320",".342",".662",".291","-0.1","-0.1","0.0","18721"
"Brandon Drury","Blue Jays","30","125","114","27","7","0","3","13","13","9","31","1","0","0",".236",".294",".388",".682",".290","-0.5","-0.1","0.0","11615"
"Carlos Perez","Orioles","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".245",".295",".386",".681",".290","0.0","0.0","0.0","10642"
"Rio Ruiz","Orioles","21","90","81","19","3","0","2","9","9","8","20","0","0","0",".240",".305",".370",".676",".290","0.5","0.0","0.1","14103"
"Tommy Edman","Cardinals","13","56","52","13","2","1","1","6","5","3","10","0","2","0",".255",".304",".372",".676",".290","-0.1","0.2","0.1","19470"
"Joey Rickard","Giants","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".235",".308",".364",".672",".290","0.0","0.0","0.0","13277"
"Kevin Kramer","Pirates","3","13","12","3","1","0","0","1","1","1","3","0","0","0",".246",".304",".371",".675",".290","0.0","0.0","0.0","17689"
"Nicky Lopez","Royals","52","219","199","52","8","2","2","23","17","15","26","1","4","2",".260",".316",".350",".666",".290","0.9","0.0","0.3","19339"
"Welington Castillo","White Sox","16","67","62","14","2","0","3","6","8","4","19","1","0","0",".229",".287",".396",".682",".290","-0.1","-0.2","0.1","3256"
"Greg Allen","Indians","27","113","101","25","5","1","1","13","10","7","24","3","5","2",".246",".311",".356",".667",".290","-0.6","0.3","-0.1","16623"
"Mike Yastrzemski","Giants","33","138","124","28","6","1","4","15","15","11","37","1","2","1",".229",".296",".387",".682",".290","1.1","-0.1","0.0","14854"
"Austin Allen","Padres","2","10","9","2","0","0","0","1","1","1","2","0","0","0",".239",".294",".393",".686",".289","-0.1","0.0","0.0","18083"
"Josh Harrison","Tigers","15","61","56","14","3","0","1","7","6","3","11","1","1","0",".250",".299",".378",".676",".289","0.0","0.1","0.1","8202"
"Luis Barrera","Athletics","1","3","2","1","0","0","0","0","0","0","0","0","0","0",".255",".297",".383",".680",".289","0.0","0.0","0.0","sa736690"
"Eli White","Rangers","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".242",".305",".364",".669",".289","0.0","0.0","0.0","sa738478"
"Isiah Kiner-Falefa","Rangers","12","50","45","11","2","0","1","5","4","4","9","1","1","0",".251",".317",".344",".660",".288","-0.1","0.0","-0.1","16512"
"Donovan Solano","Giants","19","78","73","20","4","0","1","7","7","3","12","1","0","0",".271",".305",".367",".672",".288","-0.2","-0.1","0.0","8623"
"Joey Wendle","Rays","42","177","163","41","10","1","3","18","17","9","35","3","4","1",".252",".302",".373",".675",".288","1.3","0.3","0.4","13853"
"Jordy Mercer","Tigers","31","130","117","29","6","0","3","13","12","10","23","1","0","0",".244",".308",".375",".684",".288","-1.0","0.0","0.1","6547"
"Pablo Reyes","Pirates","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".246",".301",".371",".672",".288","0.0","0.0","0.0","16357"
"Jared Walsh","Angels","2","10","9","2","1","0","0","1","1","1","3","0","0","0",".226",".288",".393",".681",".288","0.0","0.0","0.0","18607"
"Hernan Perez","Brewers","4","18","17","4","1","0","1","2","2","1","4","0","1","0",".250",".286",".396",".682",".288","0.0","0.0","0.0","5751"
"Mikie Mahtook","Tigers","3","11","10","2","0","0","0","1","1","1","3","0","0","0",".228",".290",".388",".677",".288","0.0","0.0","0.0","13130"
"Pedro Severino","Orioles","24","99","90","21","4","0","3","10","11","7","20","1","1","0",".237",".296",".379",".675",".288","0.2","-0.1","0.2","14523"
"Patrick Wisdom","Rangers","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".219",".287",".388",".675",".287","0.0","0.0","0.0","13602"
"Carlos Gomez","","42","175","156","34","7","1","5","18","18","11","50","5","5","2",".220",".293",".372",".666",".287","0.7","0.2","-0.1","4881"
"Max Moroff","Indians","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".208",".310",".344",".654",".287","0.0","0.0","0.0","14556"
"Brandon Phillips","","17","70","65","17","3","0","1","7","7","3","11","1","1","0",".257",".297",".374",".671",".287","0.1","-0.3","0.0","791"
"Orlando Arcia","Brewers","47","198","181","44","8","1","5","20","20","14","40","1","4","2",".246",".300",".377",".677",".287","-0.4","0.0","0.1","13185"
"Charlie Culberson","Braves","8","34","32","8","1","0","1","4","4","2","8","0","0","0",".247",".292",".389",".681",".287","0.1","0.0","0.0","3298"
"Yolmer Sanchez","White Sox","55","229","208","50","10","2","4","23","21","15","50","2","4","2",".243",".300",".367",".666",".287","1.0","-0.2","0.3","11602"
"Dee Gordon","Mariners","43","180","169","47","6","2","1","20","13","6","26","2","10","3",".279",".308",".359",".667",".287","-0.7","1.0","0.3","8203"
"Drew Butera","Rockies","2","7","6","2","0","0","0","1","1","1","2","0","0","0",".235",".299",".368",".667",".287","-0.1","0.0","0.0","3411"
"Matt Thaiss","Angels","24","99","90","21","4","1","2","11","10","8","22","1","1","1",".233",".297",".370",".666",".286","0.0","-0.1","0.0","19318"
"Myles Straw","Astros","4","18","15","4","1","0","0","2","1","2","4","0","1","0",".250",".328",".315",".643",".286","0.1","0.1","0.1","17620"
"Shed Long","Mariners","6","27","24","6","1","0","1","3","3","2","7","0","1","0",".231",".298",".366",".664",".286","-0.1","0.0","0.0","16542"
"Jon Jay","White Sox","52","218","196","50","8","1","2","24","15","13","41","5","1","1",".256",".317",".335",".652",".286","0.4","-0.2","-0.1","5227"
"Chris Davis","Orioles","28","119","104","20","4","0","5","12","14","12","45","1","0","0",".197",".288",".380",".669",".286","0.1","0.0","-0.1","9272"
"Lane Thomas","Cardinals","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".232",".290",".377",".667",".285","0.0","0.0","0.0","16939"
"Cedric Mullins II","Orioles","31","129","118","28","6","1","3","15","12","8","24","1","4","1",".236",".291",".377",".668",".285","-0.5","0.3","0.1","17929"
"Chris Shaw","Giants","2","8","7","2","0","0","0","1","1","0","2","0","0","0",".232",".283",".389",".672",".285","0.0","0.0","0.0","17738"
"Pat Valaika","Rockies","6","26","24","6","1","0","1","3","3","1","7","0","0","0",".232",".275",".401",".676",".285","0.1","0.0","0.0","14885"
"JaCoby Jones","Tigers","56","235","213","48","10","2","7","26","22","16","73","4","6","2",".224",".286",".384",".670",".285","0.1","0.5","0.2","14818"
"Taylor Davis","Cubs","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".242",".305",".351",".656",".285","0.0","0.0","0.0","12782"
"Jorge Alfaro","Marlins","41","171","159","38","7","1","5","16","18","7","58","4","1","1",".241",".288",".382",".670",".284","-0.3","-0.2","0.5","12180"
"Andrew Susac","Royals","2","7","6","1","0","0","0","1","1","1","2","0","0","0",".214",".297",".360",".657",".284","0.0","0.0","0.0","13132"
"Sean Rodriguez","Phillies","7","29","26","5","1","0","1","3","3","3","10","0","0","0",".201",".287",".376",".663",".284","0.0","0.0","0.0","6589"
"Spencer Kieboom","Nationals","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".237",".308",".341",".649",".284","0.0","0.0","0.0","13300"
"Travis Jankowski","Padres","16","66","59","14","2","0","1","7","5","6","15","1","3","1",".240",".317",".325",".642",".284","0.0","0.2","0.0","13768"
"Mauricio Dubon","Brewers","5","20","19","5","1","0","0","2","2","1","4","0","1","0",".254",".291",".375",".666",".284","0.0","0.0","0.0","16530"
"Zach Green","Giants","2","10","9","2","1","0","0","1","1","1","4","0","0","0",".215",".279",".388",".668",".284","0.0","0.0","0.0","14973"
"Brett Phillips","Royals","2","8","7","1","0","0","0","1","1","1","3","0","0","0",".211",".295",".367",".662",".283","0.1","0.0","0.0","14735"
"Chris Herrmann","Athletics","22","92","80","17","3","1","2","10","10","10","26","0","1","0",".212",".300",".354",".653",".283","0.3","0.1","0.2","9284"
"Mike Zunino","Rays","32","133","120","24","5","0","6","14","16","10","45","2","0","0",".202",".272",".396",".668",".283","0.3","-0.1","0.5","13265"
"Mitch Walding","Phillies","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".191",".294",".358",".651",".283","0.0","0.0","0.0","13006"
"Gordon Beckham","Tigers","9","36","33","8","2","0","1","4","3","3","7","0","0","0",".231",".295",".361",".656",".283","0.0","0.0","0.0","9015"
"Edwin Rios","Dodgers","3","13","12","3","1","0","0","1","2","1","4","0","0","0",".230",".278",".396",".673",".283","0.0","0.0","0.0","18316"
"Nick Gordon","Twins","1","5","5","1","0","0","0","1","1","0","1","0","0","0",".255",".296",".364",".660",".283","0.0","0.0","0.0","sa828662"
"Jon Berti","Marlins","10","41","37","9","1","0","1","4","3","3","9","1","2","1",".233",".303",".346",".649",".283","0.0","0.1","0.0","12037"
"Steven Duggar","Giants","26","110","99","24","5","1","1","11","9","9","31","1","2","1",".241",".303",".352",".655",".283","-0.1","0.0","0.0","17719"
"Zack Collins","White Sox","5","23","19","3","1","0","1","2","2","3","8","0","0","0",".183",".304",".335",".639",".282","-0.1","0.0","0.0","19181"
"Christian Arroyo","Rays","0","2","2","1","0","0","0","0","0","0","1","0","0","0",".239",".290",".372",".662",".282","0.0","0.0","0.0","16434"
"Kyle Farmer","Reds","7","30","28","7","2","0","1","3","3","2","7","0","0","0",".239",".288",".376",".663",".282","0.0","0.0","0.0","14813"
"Austin Jackson","","17","70","63","15","3","0","1","7","6","5","20","0","1","0",".240",".302",".350",".652",".282","-1.1","0.1","-0.1","9848"
"Martin Prado","Marlins","20","86","80","20","4","0","1","8","8","5","13","0","0","0",".256",".302",".350",".652",".281","0.4","-0.2","0.0","3312"
"Dustin Peterson","Tigers","5","19","18","4","1","0","0","2","2","1","5","0","0","0",".238",".288",".368",".656",".281","0.1","0.0","0.0","15189"
"Kyle Higashioka","Yankees","3","14","13","3","1","0","1","2","2","1","3","0","0","0",".220",".273",".393",".666",".281","-0.1","0.0","0.0","5517"
"Tzu-Wei Lin","Red Sox","2","8","7","2","0","0","0","1","1","1","2","0","0","0",".245",".301",".349",".650",".281","0.0","0.0","0.0","14678"
"Michael A. Taylor","Nationals","4","16","14","3","1","0","0","2","2","1","5","0","1","0",".230",".288",".372",".660",".281","0.0","0.1","0.0","11489"
"Thairo Estrada","Yankees","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".251",".292",".363",".654",".281","0.0","0.0","0.0","16426"
"Reese McGuire","Blue Jays","6","27","25","6","1","0","1","3","3","2","6","0","0","0",".231",".295",".357",".652",".281","-0.1","0.0","0.1","15674"
"Willi Castro","Tigers","12","50","46","11","2","1","1","5","5","3","11","1","1","1",".246",".294",".359",".653",".280","0.0","0.0","0.1","sa830274"
"Troy Stokes Jr.","Brewers","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".212",".287",".364",".651",".280","0.0","0.0","0.0","sa828871"
"Austin Romine","Yankees","17","70","65","16","3","0","2","7","9","4","16","0","0","0",".240",".283",".374",".657",".280","0.0","0.0","0.2","5491"
"Drew Robinson","Cardinals","2","8","7","1","0","0","0","1","1","1","3","0","0","0",".203",".288",".364",".651",".280","0.0","0.0","0.0","11761"
"Jacob Stallings","Pirates","22","94","86","22","5","0","1","9","9","6","20","1","0","0",".251",".302",".358",".660",".279","1.0","-0.1","0.2","13723"
"Luis Guillorme","Mets","2","8","7","2","0","0","0","1","1","1","1","0","0","0",".245",".314",".316",".631",".279","0.0","0.0","0.0","16451"
"Bryan Holaday","Marlins","12","49","44","11","2","0","1","4","5","3","9","1","0","0",".238",".297",".355",".651",".279","0.4","-0.1","0.1","11287"
"Austin Hedges","Padres","23","96","89","19","4","0","4","9","12","6","28","1","1","0",".219",".272",".393",".666",".279","0.6","0.0","0.5","12976"
"Max Stassi","Astros","15","64","57","12","2","0","2","7","7","6","20","1","0","0",".208",".287",".356",".643",".279","-0.3","0.0","0.3","10059"
"Raudy Read","Nationals","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".240",".280",".380",".660",".279","0.0","0.0","0.0","15766"
"Wilmer Difo","Nationals","7","29","26","6","1","0","0","3","3","2","6","0","1","0",".245",".303",".349",".652",".279","0.1","0.0","0.0","14320"
"Mike Freeman","Indians","11","47","43","10","2","0","1","5","4","4","12","0","1","0",".242",".303",".338",".641",".278","0.0","0.0","0.0","11241"
"Kelvin Gutierrez","Royals","11","48","45","11","2","0","1","5","4","3","12","0","1","0",".244",".292",".354",".646",".278","0.1","0.0","0.0","17468"
"Erick Mejia","Royals","2","8","7","2","0","0","0","1","1","0","1","0","0","0",".247",".299",".344",".643",".278","0.0","0.0","0.0","sa694960"
"Kyle Garlick","Dodgers","1","5","5","1","0","0","0","1","1","0","2","0","0","0",".216",".263",".402",".665",".278","0.0","0.0","0.0","18063"
"Andrew Knapp","Phillies","8","33","29","6","1","0","1","3","3","4","11","0","0","0",".207",".303",".334",".636",".278","-0.2","0.0","0.0","14942"
"Garrett Stubbs","Astros","4","18","16","4","1","0","0","2","2","2","3","0","0","0",".230",".300",".337",".637",".278","0.1","0.0","0.0","18067"
"Jose Rondon","White Sox","11","46","43","10","2","0","1","5","5","3","11","0","1","0",".231",".277",".374",".652",".277","0.2","-0.1","0.0","14140"
"Nick Hundley","Athletics","4","16","15","3","1","0","0","2","2","1","4","0","0","0",".225",".273",".387",".660",".277","-0.2","0.0","0.0","3376"
"Daz Cameron","Tigers","6","25","22","5","1","0","0","2","2","2","7","0","1","0",".224",".287",".357",".643",".277","0.0","0.0","0.0","sa874736"
"Martin Maldonado","Cubs","12","52","47","10","2","0","1","5","5","3","12","1","0","0",".220",".285",".359",".644",".277","0.4","-0.1","0.2","6887"
"Michael Perez","Rays","3","11","10","2","1","0","0","1","1","1","3","0","0","0",".230",".288",".353",".641",".277","0.1","0.0","0.0","12977"
"Beau Taylor","Athletics","3","11","10","2","0","0","0","1","1","1","3","0","0","0",".213",".306",".321",".627",".277","0.0","0.0","0.0","12384"
"Andrew Stevenson","Nationals","11","46","42","10","1","0","1","5","4","3","11","0","1","1",".245",".301",".335",".636",".277","0.0","0.0","-0.1","17932"
"Cole Tucker","Pirates","6","26","24","6","1","0","0","3","2","2","6","0","1","0",".236",".295",".347",".642",".276","0.1","0.0","0.0","17326"
"Brendan McKay","Rays","1","5","4","1","0","0","0","1","1","0","2","0","0","0",".207",".284",".355",".640",".276","0.0","0.0","0.0","20186"
"Tim Lopes","Mariners","6","27","25","6","1","0","0","2","2","2","5","0","1","0",".245",".295",".342",".638",".276","0.0","0.0","0.0","14137"
"Roman Quinn","Phillies","32","134","121","27","5","2","2","14","12","10","38","1","8","3",".227",".291",".348",".639",".276","-0.6","0.5","-0.1","13546"
"Tom Murphy","Mariners","17","70","65","14","3","0","3","7","8","4","26","1","1","0",".213",".260",".400",".660",".276","-0.3","0.0","0.1","13499"
"Austin Wynns","Orioles","6","24","22","5","1","0","1","2","2","2","5","0","0","0",".236",".292",".346",".638",".276","0.0","0.0","0.0","15271"
"Jack Mayfield","Astros","2","8","7","2","0","0","0","1","1","0","2","0","0","0",".225",".273",".376",".649",".276","0.0","0.0","0.0","15402"
"Erik Kratz","Yankees","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".222",".279",".363",".642",".276","0.0","0.0","0.0","4403"
"Dawel Lugo","Tigers","7","28","26","7","1","0","0","3","3","1","4","0","0","0",".255",".282",".367",".649",".276","-0.1","0.0","0.0","14713"
"Jake Noll","Nationals","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".246",".286",".358",".644",".276","0.0","0.0","0.0","19703"
"Jonathan Davis","Blue Jays","7","28","25","5","1","0","1","3","2","2","7","1","1","0",".217",".290",".343",".633",".276","0.2","0.0","0.0","15104"
"Phil Gosselin","Phillies","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".238",".291",".347",".638",".276","0.0","0.0","0.0","10953"
"Tyler Saladino","Brewers","12","50","45","10","2","0","1","5","5","4","13","1","1","0",".221",".286",".351",".637",".275","0.0","0.1","0.0","10807"
"Keon Broxton","Orioles","2","8","7","1","0","0","0","1","1","1","3","0","0","0",".204",".281",".357",".638",".275","0.0","0.0","0.0","9253"
"Dylan Moore","Mariners","14","59","53","12","2","0","1","6","5","4","15","1","2","1",".218",".287",".350",".637",".275","0.3","0.0","0.0","18042"
"Yu-Cheng Chang","Indians","3","11","10","2","0","0","0","1","1","1","3","0","0","0",".216",".283",".357",".640",".275","0.0","0.0","0.0","14773"
"J.T. Riddle","Marlins","29","122","114","27","5","1","3","11","13","6","27","0","1","1",".236",".278",".372",".650",".275","0.1","-0.1","0.0","17642"
"Austin Nola","Mariners","12","51","46","11","2","0","1","5","4","4","10","1","0","0",".234",".298",".330",".628",".274","0.1","0.0","0.0","15941"
"Michael Hermosillo","Angels","4","15","14","3","1","0","0","2","1","1","5","0","0","0",".214",".288",".343",".631",".274","-0.1","0.0","0.0","16285"
"Raffy Lopez","Braves","0","2","2","0","0","0","0","0","0","0","1","0","0","0",".217",".288",".355",".643",".274","0.0","0.0","0.0","12606"
"Tyler Wade","Yankees","1","3","2","1","0","0","0","0","0","0","1","0","0","0",".229",".296",".332",".628",".274","0.0","0.0","0.0","15730"
"Cam Gallagher","Royals","30","128","116","27","6","0","2","12","11","9","22","1","0","0",".235",".294",".335",".629",".273","0.4","-0.2","0.4","12981"
"Abiatal Avelino","Giants","4","15","14","3","1","0","0","1","1","1","3","0","0","0",".243",".280",".362",".642",".273","0.1","0.0","0.0","15496"
"Erik Gonzalez","Pirates","11","47","44","11","2","0","1","5","4","2","12","0","1","0",".246",".283",".363",".646",".273","-0.1","0.0","0.0","13369"
"Adeiny Hechavarria","Mets","16","68","63","16","3","0","1","7","7","3","12","0","1","0",".245",".285",".356",".641",".272","0.2","0.0","0.0","10459"
"Victor Reyes","Tigers","7","30","29","7","1","0","0","3","2","1","6","0","1","0",".253",".286",".352",".638",".272","0.1","0.0","0.0","15487"
"Dustin Garneau","Angels","5","23","21","4","1","0","1","2","2","2","6","0","0","0",".208",".280",".350",".629",".272","0.1","0.0","0.0","9433"
"Lewis Brinson","Marlins","32","134","123","27","5","1","4","12","14","8","39","2","2","1",".219",".273",".369",".642",".272","0.5","0.1","0.0","14352"
"Skye Bolt","Athletics","1","5","5","1","0","0","0","1","0","0","1","0","0","0",".215",".281",".352",".633",".272","0.0","0.0","0.0","17723"
"Rene Rivera","Mets","4","17","15","3","1","0","1","2","2","1","5","0","0","0",".212",".263",".379",".642",".271","0.1","-0.1","0.0","3648"
"John Hicks","Tigers","33","140","130","30","6","0","4","13","14","7","39","1","1","0",".230",".272",".365",".637",".271","0.3","-0.2","-0.2","12547"
"Jacob Nottingham","Brewers","3","11","10","2","0","0","0","1","1","1","4","0","0","0",".206",".276",".355",".631",".271","0.0","0.0","0.0","16448"
"Jorge Mateo","Athletics","4","18","16","4","1","0","0","2","2","1","5","0","1","0",".235",".273",".367",".640",".271","0.0","0.0","0.0","sa657910"
"Peter O'Brien","Marlins","1","3","2","0","0","0","0","0","0","0","1","0","0","0",".191",".262",".379",".641",".271","0.0","0.0","0.0","13288"
"Monte Harrison","Marlins","3","11","10","2","0","0","0","1","1","1","4","0","0","0",".216",".275",".355",".630",".271","0.0","0.0","0.0","sa828691"
"Chad Wallach","Marlins","4","17","15","3","1","0","0","2","2","1","5","0","0","0",".210",".285",".336",".620",".270","0.0","0.0","0.0","17161"
"Adrian Sanchez","Nationals","1","5","5","1","0","0","0","0","0","0","1","0","0","0",".249",".285",".347",".632",".270","0.0","0.0","0.0","11338"
"Steve Wilkerson","Orioles","14","58","53","12","2","0","1","6","5","3","16","1","1","1",".229",".281",".348",".629",".270","-0.1","-0.1","-0.1","16041"
"Billy Hamilton","Royals","34","143","129","30","5","2","1","16","9","11","31","0","10","2",".236",".296",".322",".618",".270","1.9","1.4","0.2","10199"
"Alex Jackson","Braves","2","9","8","2","0","0","0","1","1","1","3","0","0","0",".203",".267",".372",".639",".270","-0.1","0.0","0.0","17276"
"Andrew Velazquez","Indians","2","8","7","2","0","0","0","1","1","0","2","0","0","0",".228",".276",".354",".630",".270","0.0","0.0","0.0","14196"
"Meibrys Viloria","Royals","13","56","51","12","2","0","1","5","5","4","13","0","0","0",".232",".286",".335",".621",".270","0.4","0.0","0.1","17109"
"John Ryan Murphy","Diamondbacks","1","5","4","1","0","0","0","0","0","0","1","0","0","0",".213",".267",".367",".634",".269","0.0","0.0","0.0","10346"
"Rob Brantly","Phillies","0","2","2","1","0","0","0","0","0","0","0","0","0","0",".231",".277",".350",".626",".269","0.0","0.0","0.0","10655"
"Bubba Starling","Royals","32","135","124","28","6","1","3","13","12","8","38","1","2","1",".223",".274",".350",".625",".268","0.7","0.0","-0.1","13356"
"Eric Haase","Indians","3","12","11","2","0","0","0","1","1","1","5","0","0","0",".195",".256",".375",".632",".268","0.0","0.0","0.0","14111"
"Wilfredo Tovar","Angels","1","5","5","1","0","0","0","0","0","0","1","0","0","0",".244",".287",".330",".617",".267","0.0","0.0","0.0","10416"
"Ryan Cordell","White Sox","30","125","115","25","4","1","3","12","12","7","38","1","2","1",".219",".269",".356",".625",".267","0.0","0.1","-0.2","15181"
